Varnummer;Namn;Underrubrik;Prisinklmoms;Volymiml;Saljstart;Varugrupp;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;Ekologisk;RavarorBeskrivning;fyllighet;stravhet;fruktsyra;druva;smak;doft
22800;Parallèle 45;Côtes du Rhône;99;750;1998-02-16;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône;Frankrike;Domaine Jaboulet;Nigab;2011;2011;14%;FS;0;Grenache och syrah.;8 ;8 ;9 ;Grenache,och,syrah;Kryddig,fruktig,smak,inslag,björnbär,lagerblad,sötlakrits,rosmarin,peppar ;Kryddig,fruktig,doft,inslag,björnbär,lagerblad,sötlakrits,peppar
2281;Fat Bastard;Shiraz;89;750;2011-06-30;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Languedoc-Roussillon, VdP d'Oc;Frankrike;The Fat Bastard Wine Company;The Wine Team;2012;2012;13%;FS;0;Shiraz.;9 ;9 ;9 ;Shiraz;Mycket,fruktig,smak,fatkaraktär,inslag,björnbär,plommon,viol,lakrits,kakao ;Generöst,fruktig,doft,fatkaraktär,inslag,plommon,björnbär,lakrits,viol,choklad
22817;Villa Cafaggio;;152;750;2004-06-07;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Toscana, Chianti, Chianti Classico;Italien;Villa Cafaggio;Chris-Wine AB;2011;2011;14%;FS;0;Sangiovese.;8 ;8 ;10;Sangiovese;Kryddig,utvecklad,smak,fatkaraktär,inslag,torkade,körsbär,salvia,plommon,pinjenötter,kakao ;Kryddig,utvecklad,doft,fatkaraktär,inslag,mörka,körsbär,viol,choklad,pinjenötter,salvia
2282;Boschendal;1685 G&T;89;750;2014-09-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape, Coastal Region;Sydafrika;Boschendal Estate;Spendrups Bryggeri AB;2012;2012;14%;FSN;0;Grenache och tempranillo.;9 ;9 ;9 ;Grenache,och,tempranillo;Nyanserad,fruktig,smak,inslag,mörka,körsbär,svarta,vinbär,kryddor,lakrits,örter ;Nyanserad,fruktig,doft,inslag,mörka,körsbär,svarta,vinbär,kryddor,lakrits,örter
22826;Chill Out;Lakes Shiraz;63;750;2012-10-01;Rott vin, Fruktigt & Smakrikt;PET-flaska;Skruvkapsyl;Kalifornien;USA;Altia;Altia Sweden AB;2013;2013;13.5%;FS;0;Shiraz.;6 ;6 ;9 ;Shiraz;Mycket,fruktig,smak,inslag,blåbär,jordgubbar,lakrits ;Fruktig,doft,inslag,blåbär,jordgubbar,sötlakrits
22826;Chill Out;Dark & Generous Shiraz;189;3000;2004-03-01;Rott vin, Fruktigt & Smakrikt;Box;Tryckknapp front;Kalifornien;USA;Altia;Altia Sweden AB;2013;2013;13.5%;FS;0;Shiraz.;6 ;6 ;9 ;Shiraz;Mycket,fruktig,smak,inslag,blåbär,jordgubbar,lakrits ;Fruktig,doft,inslag,blåbär,jordgubbar,sötlakrits
2289;Côtes du Jura;Pinot Noir;99;750;2013-12-02;Rott vin, Mjukt & Barigt;Flaska;Naturkork;Jura, Côtes du Jura;Frankrike;Fruitière Vinicole d' Arbois;Concealed Wines AB;2012;2012;12.5%;FS;0;Pinot noir.;5 ;5 ;10;Pinot,noir;Nyanserad,bärig,frisk,smak,liten,angenäm,kärvhet,inslag,lingon,hallon,kryddor,gräs ;Nyanserad,bärig,doft,liten,kryddighet,inslag,hallon,örter,jordgubbar,gräs
2291;Le Hurlevent;Châteauneuf-du-Pape;169;750;2013-03-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône, Châteauneuf-du-Pape;Frankrike;Vignobles Mayard;Vinia Sweden AB;2012;2012;14.5%;FS;0;Grenache, syrah och cinsault.;9 ;9 ;9 ;Grenache,syrah,och,cinsault;Nyanserad,kryddig,smak,inslag,plommon,körsbär,lavendel,vitpeppar,lakrits,lagerblad ;Nyanserad,kryddig,doft,inslag,plommon,körsbär,vitpeppar,örter,lakrits,lagerblad
22951;Mezzacorona Lagrein;;69;750;2004-05-03;Rott vin, Mjukt & Barigt;Flaska;Naturkork;Trentino-Alto Adige, Trentino;Italien;Mezzacorona;Enjoy Wine & Spirits AB;2012;2012;13%;FS;0;Lagrein.;5 ;5 ;8 ;Lagrein;Fruktig,smak,inslag,mörka,körsbär,blåbär,vanilj,lakrits ;Fruktig,doft,inslag,mörka,körsbär,blåbär,salvia,lakrits
22955;Serrata Belguardo;;109;750;2004-09-06;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Toscana, Maremma Toscana;Italien;Marchesi Mazzei;The WineAgency Sweden AB;2012;2012;13.5%;FS;0;80% sangiovese och 20% alicante nero.;8 ;8 ;9 ;80%,sangiovese,och,20%,alicante,nero;Fruktig,smak,fatkaraktär,inslag,mörka,körsbär,tobak,salvia,vanilj,choklad ;Nyanserad,fruktig,doft,fatkaraktär,inslag,mörka,körsbär,salvia,plommon,choklad
22981;Monterosso;Rosso;49;750;2004-06-07;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Molise, Osco;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;12.5%;FS;0;Sangiovese.;7 ;6 ;9 ;Sangiovese;Mycket,fruktig,smak,inslag,körsbär,blåbär,viol,örter,vanilj ;Mycket,fruktig,doft,inslag,körsbär,lakrits,viol,örter,vanilj
22989;South Atlantic;Shiraz Cabernet Sauvignon;159;3000;2004-08-02;Rott vin, Fruktigt & Smakrikt;Box;Vridtapp;Western Cape;Sydafrika;Origin Wine;Mondo Wine Sweden AB;2014;2014;13.5%;FS;0;Shiraz och cabernet sauvignon.;7 ;7 ;9 ;Shiraz,och,cabernet,sauvignon;Mycket,fruktig,smak,inslag,skogsbär,lakrits,plommon,vanilj ;Mycket,fruktig,doft,inslag,skogsbär,plommon,viol,sötlakrits
22996;Porcupine Ridge;Syrah;99;750;2004-09-06;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape, Coastal Region;Sydafrika;Boekenhoutskloof;Prime Wine Sweden AB;2013;2013;14.5%;FS;0;Syrah.;9 ;8 ;9 ;Syrah;Mycket,fruktig,aningen,rökig,smak,fatkaraktär,inslag,björnbär,peppar,rosmarin,lakrits ;Mycket,fruktig,doft,fatkaraktär,inslag,björnbär,plommon,viol,rosmarin,lakrits
2300;Villa Antinori;;139;750;1955-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Toscana;Italien;Marchesi Antinori;Sigva AB;2011;2011;13.5%;FS;0;60% sangiovese, 20% cabernet sauvignon, 15% merlot och 5% syrah.;9 ;9 ;9 ;60%,sangiovese,20%,cabernet,sauvignon,15%,merlot,och,syrah;Nyanserad,kryddig,smak,fatkaraktär,inslag,korinter,svarta,vinbär,ceder,choklad,tobak ;Nyanserad,kryddig,doft,fatkaraktär,inslag,mörka,körsbär,svarta,vinbär,ceder,choklad,tobak
2304;Domìni Veneti;Recioto della Valpolicella Classico;150;375;2007-10-01;Rott vin, Sott;Flaska;Naturkork;Venetien, Valpolicella, Recioto della Valpolicella, Recioto della Valpolicella Classico;Italien;Cantina Valpolicella Negrar;Carovin AB;2012;2012;12.5%;FS;0;70% corvina, 15% corvinone och 15% rondinella.;8 ;NA;9 ;70%,corvina,15%,corvinone,och,15%,rondinella;Mycket,fruktig,smak,inslag,mörka,körsbär,russin,choklad,plommon,vanilj ;Fruktig,doft,inslag,mörka,körsbär,blåbär,korinter,mintchoklad
23050;Domìni Veneti;Amarone Classico;199;750;2004-10-04;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Valpolicella, Amarone della Valpolicella, Amarone della Valpolicella Classico;Italien;Cantina Valpolicella Negrar;Carovin AB;2011;2011;15%;FS;0;70% corvina veronese, 15% corvinone och 15% rondinella.;10;9 ;10;70%,corvina,veronese,15%,corvinone,och,15%,rondinella;Kryddigt,smak,inslag,torkade,körsbär,nötter,romrussin,kanel,rosmarin,kakao ;Kryddig,doft,inslag,torkade,körsbär,svarta,vinbär,russin,choklad,kanel,nötter
2305;Barolo;Serralunga d'Alba Fontanafredda;239;750;1955-09-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Piemonte, Barolo;Italien;Fontanafredda;Enjoy Wine & Spirits AB;2009;2009;14%;FS;0;Nebbiolo;9 ;10;10;Ingen anged;Stram,kryddig,smak,fatkaraktär,inslag,torkade,körsbär,korinter,kakao,rosor,nypon ;Nyanserad,kryddig,doft,fatkaraktär,inslag,körsbär,rosor,nypon,nötter
2305;Barolo;Serralunga d'Alba Fontanafredda;125;375;2012-04-02;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Piemonte, Barolo;Italien;Fontanafredda;Enjoy Wine & Spirits AB;2009;2009;14%;FS;0;;9 ;10;10;Ingen anged;Stram,kryddig,smak,fatkaraktär,inslag,torkade,körsbär,korinter,kakao,rosor,nypon ;Nyanserad,kryddig,doft,fatkaraktär,inslag,körsbär,rosor,nypon,nötter
23071;Barbera d'Alba;Superiore;172;750;2014-03-01;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Piemonte, Barbera d'Alba;Italien;G.D. Vajra;Moestue Grape Selections AB;2011;2011;15%;FS;0;Barbera.;9 ;9 ;9 ;Barbera;Nyanserad,fruktig,smak,fatkaraktär,inslag,plommon,choklad,skogshallon,färska,örter ;Nyanserad,fruktig,doft,fatkaraktär,inslag,mörka,plommon,viol,kaffe,örter
23072;Corvina Veronese;;89;750;2004-12-06;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Veronese;Italien;Vinea;Winepartners Nordic AB;2010;2010;13.5%;FS;0;Corvina.;7 ;7 ;9 ;Corvina;Kryddig,smak,inslag,mörka,körsbär,örter,pinjenötter,vanilj ;Kryddig,doft,inslag,mörka,körsbär,pinjenötter,choklad,örter
2308;A Mano;Primitivo;79;750;1999-11-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Apulien;Italien;Fusione;Vinunic AB;2012;2012;13.5%;FS;0;Primitivo;6 ;6 ;9 ;Primitivo;Fruktig,smak,inslag,skogsbär,lakrits,kryddor,vanilj ;Fruktig,doft,inslag,skogsbär,lavendel,lakrits,vanilj
2309;Allegrini;;265;3000;2011-04-20;Rott vin, Kryddigt & Mustigt;Box;Vingtapp;Venetien;Italien;Allegrini;The WineAgency Sweden AB;2013;2013;13.5%;FS;0;Corvina, veronese, rondinella och molinara.;8 ;8 ;9 ;Corvina,veronese,rondinella,och,molinara;Kryddig,fruktig,smak,inslag,mörka,körsbär,pinjenötter,skogsbär,kakao ;Kryddig,fruktig,doft,inslag,mörka,körsbär,örter,skogsbär,choklad
2310;Ruffino;Chianti;79;750;1955-09-01;Rott vin, Mjukt & Barigt;Flaska;Naturkork;Toscana, Chianti;Italien;Ruffino;Philipson Soderberg AB;2013;2013;12.5%;FS;0;Sangiovese.;5 ;6 ;9 ;Sangiovese;Bärig,smak,inslag,körsbär,hallon,örter ;Bärig,doft,inslag,körsbär,hallon,lakrits,örter
2310;Ruffino;Chianti;45;375;1955-10-01;Rott vin, Mjukt & Barigt;Flaska;Naturkork;Toscana, Chianti;Italien;Ruffino;Philipson Soderberg AB;2013;2013;13%;FS;0;Sangiovese.;5 ;6 ;9 ;Sangiovese;Bärig,smak,inslag,körsbär,hallon,örter ;Bärig,doft,inslag,körsbär,hallon,lakrits,örter
2314;Synthesi;;149;750;2013-03-01;Rott vin;Flaska;Naturkork;Basilicata, Aglianico del Vulture;Italien;Paternoster;Selezione Barbro Guaccero;2009;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2315;Raccolto;Nero d'Avola Cabernet Sauvignon Appassimento;239;3000;2007-06-11;Rott vin, Fruktigt & Smakrikt;Box;Tryckknapp front;Sicilien;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;13.5%;FS;1;Nero d'avola och cabernet sauvignon.;7 ;7 ;9 ;Nero,d'avola,och,cabernet,sauvignon;Mycket,fruktig,aningen,bränd,smak,inslag,svarta,vinbär,körsbär,viol,lakrits ;Mycket,fruktig,aningen,bränd,doft,inslag,svarta,vinbär,körsbär,lakrits,vanilj
2316;Montefalco Rosso;Antonelli;127;750;2013-03-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Umbrien, Montefalco;Italien;Antonelli San Marco;Fondberg;2011;2011;14%;FS;0;70% sangiovese, 15% sagrantino och 15% merlot.;9 ;10;9 ;70%,sangiovese,15%,sagrantino,och,15%,merlot;Nyanserad,kryddig,smak,fatkaraktär,inslag,mörka,körsbär,plommon,timjan,lavendel,kakao ;Nyanserad,kryddig,doft,fatkaraktär,inslag,mörka,körsbär,plommon,timjan,lavendel,choklad
2317;Châteauneuf-du-Pape;Domaine des Chanssaud;249;750;2014-03-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône, Châteauneuf-du-Pape;Frankrike;Domaine des Chanssaud;Concealed Wines AB;2011;2011;14.5%;FS;0;86% grenache, 8% syrah, 5% mourvèdre och 1% cinsault.;10;9 ;10;86%,grenache,syrah,mourvèdre,och,cinsault;Nyanserad,kryddig,smak,inslag,hallon,sandelträ,körsbär,kanel,björnbär,vitpeppar ;Nyanserad,kryddig,doft,inslag,korinter,hallon,sandelträ,körsbär,kanel,mynta
2318;6 Sesta;Cerasuolo di Vittoria;99;750;2013-03-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Sicilien, Cerasuolo di Vittoria;Italien;Cantina Valle Dell'Acate;Stellan Kramer AB;2012;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2320;Ajan;Barbera d'Asti;129;750;2011-04-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Piemonte, Barbera d'Asti;Italien;Villa Giada;Spendrups Bryggeri AB;NA;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2321;Mauro;Amarone della Valpolicella;159;750;2012-03-12;Rott vin;Flaska;Naturkork;Venetien, Valpolicella, Amarone della Valpolicella;Italien;Oenoforos AB;Oenoforos AB;2010;NA;15%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2322;il Conte;Montepulciano d'Abruzzo;69;750;2007-04-02;Rott vin, Mjukt & Barigt;Flaska;Naturkork;Abruzzerna, Montepulciano d'Abruzzo;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;12.5%;FS;1;Montepulciano.;6 ;6 ;9 ;Montepulciano;Fruktig,smak,inslag,körsbär,hallon,lavendel,vanilj ;Fruktig,doft,inslag,mörka,lavendel,vanilj
2322;il Conte;Montepulciano d'Abruzzo;38;375;2007-04-02;Rott vin, Mjukt & Barigt;Flaska;Plastkork/syntetkork;Abruzzerna, Montepulciano d'Abruzzo;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;13.5%;FS;1;Montepulciano.;6 ;6 ;9 ;Montepulciano;Fruktig,smak,inslag,körsbär,hallon,lavendel,vanilj ;Fruktig,doft,inslag,mörka,lavendel,vanilj
2323;Pasqua;Passimento;69;750;2011-12-06;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien;Italien;Pasqua;Enjoy Wine & Spirits AB;2010;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2324;Sonovino;Primitivo;24;250;2011-04-01;Rott vin, Mjukt & Barigt;Papp;;Apulien;Italien;MGM Mondo del Vino;Mondo Wine Sweden AB;2012;2012;13.5%;FS;0;90% primitivo och 10% negroamaro.;6 ;6 ;9 ;90%,primitivo,och,10%,negroamaro;Bärig,smak,inslag,skogsbär,lakrits,örter ;Bärig,doft,inslag,skogsbär,lakrits,örter
2325;Bolgarello;Rosso Sangiovese;79;750;2011-04-01;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Toscana;Italien;Poggio al Tesoro;The WineAgency Sweden AB;2012;2012;13.5%;FS;0;85% sangiovese och 15% syrah.;8 ;8 ;9 ;85%,sangiovese,och,15%,syrah;Kryddig,fruktig,smak,inslag,mörka,körsbär,bbjörnbär,örter,kakao,lakrits ;Kryddig,fruktig,doft,inslag,mörka,körsbär,björnbär,choklad,lakrits
2326;Epicuro;Zinfandel;89;750;2013-01-16;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Apulien;Italien;Femar Vini;Domaine Wines Sweden AB;2012;2012;14%;FS;0;Zinfandel.;9 ;8 ;9 ;Zinfandel;Mycket,fruktig,smak,fatkaraktär,inslag,mörka,plommon,lakrits,vanilj ;Mycket,fruktig,doft,fatkaraktär,inslag,mörka,choklad,kaffe,vanilj
2326;Epicuro;Zinfandel;239;3000;2014-08-01;Rott vin, Fruktigt & Smakrikt;Box;;Apulien;Italien;Domaine Wines;Domaine Wines Sweden AB;2013;2013;14%;BS;0;Zinfandel.;9 ;8 ;9 ;Zinfandel;Mycket,fruktig,smak,fatkaraktär,inslag,mörka,plommon,lakrits,vanilj ;Mycket,fruktig,doft,fatkaraktär,inslag,mörka,choklad,kaffe,vanilj
2329;Pasqua Bardolino;;59;750;1995-06-01;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Venetien, Bardolino;Italien;Pasqua;Enjoy Wine & Spirits AB;2012;NA;12.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2330;Villa di Monte Chianti;;89;750;2012-10-24;Rott vin;Flaska;Naturkork;Toscana, Chianti;Italien;Fratelli Grati;Vinovum AB;2010;NA;12.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2331;Dolcetto d'Alba;Orlando Abrigo;95;750;2012-04-02;Rott vin;Flaska;Naturkork;Piemonte, Dolcetto d'Alba;Italien;Orlando Abrigo;Oenoforos AB;2013;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2333;Famiglia Terraccia Chianti;Riserva;79;750;2012-12-19;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Toscana, Chianti;Italien;Cantine Baroncini S.R.L;Brandpartners AB;2010;NA;13%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2335;Il Falcone;Riserva;119;750;2013-12-02;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Apulien, Castel del Monte;Italien;Rivera;Moestue Grape Selections AB;2008;2008;13.5%;FS;0;70% nero di troia och 30% montepulciano.;9 ;9 ;9 ;70%,nero,troia,och,30%,montepulciano;Nyanserad,stram,smak,fatkaraktär,inslag,körsbär,röda,vinbär,timjan,kanel ;Nyanserad,doft,fatkaraktär,inslag,körsbär,svarta,vinbär,timjan,choklad,lavendel
2337;Montepulciano d'Abruzzo;;59;750;1995-06-01;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Abruzzerna, Montepulciano d'Abruzzo;Italien;Umani Ronchi;Enjoy Wine & Spirits AB;2013;2013;13%;FS;0;Montepulciano.;5 ;5 ;9 ;Montepulciano;Bärig,smak,inslag,skögsbär,lakrits,hallon ;Bärig,doft,inslag,skogsbär,lakrits,örter
2339;Moncaro;Sangiovese;69;750;2013-12-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Abruzzerna, Terre di Chieti;Italien;Moncaro;Selezione Barbro Guaccero;2012;2012;13%;FS;0;85% sangiovese och 15% montepulciano.;7 ;7 ;9 ;85%,sangiovese,och,15%,montepulciano;Fruktig,något,kryddig,smak,inslag,mörka,körsbär,mjölkchoklad,örter ;Fruktig,något,kryddig,doft,inslag,mörka,körsbär,choklad,örter
2341;Vivati;Zinfandel;79;750;1998-12-07;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Apulien;Italien;Arvid Nordquist HAB;Arvid Nordquist Vin och Sprithandel;2013;2013;14%;FS;0;Primitivo.;8 ;7 ;9 ;Primitivo;Mycket,fruktig,smak,inslag,mörka,körsbär,russin,muskot,vanilj ;Mycket,fruktig,doft,inslag,mörka,körsbär,russin,muskot,vanilj
2343;Cimerio del Parco;Riserva;140;750;2013-09-02;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Marche, Rosso Conero;Italien;Moncaro Terre Cortesi;Selezione Barbro Guaccero;2010;2010;13.5%;FS;0;Montepulciano.;8 ;8 ;9 ;Montepulciano;Nyanserad,fruktig,smak,tydlig,rostad,fatkaraktär,inslag,körsbär,choklad,mynta,nötter ;Nyanserad,fruktig,doft,tydlig,rostad,fatkaraktär,inslag,plommon,kaffe,mynta,vanilj
2344;Fantini;Farnese Sangiovese;69;750;1998-11-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Abruzzerna, Terre di Chieti;Italien;Farnese;WineWorld AB;2013;2013;12.5%;FS;1;Sangiovese.;7 ;6 ;9 ;Sangiovese;Mycket,fruktig,smak,inslag,mörka,körsbär,örter,plommon,sötlakrits ;Fruktig,doft,inslag,mörka,körsbär,sötlakrits,örter
2345;Masi;Amarone Costasera;285;750;1999-02-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Valpolicella, Amarone della Valpolicella;Italien;Masi;Philipson Soderberg AB;2010;2010;15%;FS;0;70% corvina, 25% rondinella och 5% molinara.;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
