nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Slutlev,Varugrupp,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,Ekologisk,Koscher,RavarorBeskrivning
33202,590525,332,Fireball,Cinnamon & Whisky Liqueur,199.000,,500,398,2011-06-20,,"Likor, Kryddor och orter",Flaska,Skruvkapsyl,,Kanada,Sazerac Co. Inc,Arcus Sweden AB,,,33%,FS,0,0,
33301,672067,333,Jim Beam Honey,,265.000,,700,378.57,2012-10-01,,"Likor, ovrig",Flaska,,,USA,Jim Beam Brands,Edrington Sweden AB,,,35%,FS,0,0,Bourbonwhiskey och honung.
33402,400555,334,Grappa,Gewürztraminer,230.000,,500,460,2009-10-01,,"Grappa och Marc, Grappa",Flaska,,,Italien,Alfons Walcher,Vinfabriken Sverige AB,,,37.5%,FS,0,0,Gewürztraminer.
33501,32767,335,Sourz,Pineapple,169.000,,700,241.43,2002-04-02,,"Likor, Frukter och bar",Flaska,,,USA,Fielding & Jones,Edrington Sweden AB,,,15%,FS,0,0,
335906,49395,3359,Château Noaillac,,239.000,,1500,159.33,2004-12-06,,Rott vin,Magnum,Naturkork,"Bordeaux, Médoc",Frankrike,,Bornicon & Salming,2006,,13%,BS,0,0,
33604,374119,336,Bowmore,Box,441.000,,600,735,2009-10-01,,"Whisky, Malt",3 fl à 200 ml,,"Skottland, Islay",Storbritannien,Morrison's Bowmore Distillery,Philipson Soderberg AB,,,42%,FS,0,0,
3401,69,34,Aalborg,Taffel Akvavit,251.000,,700,358.57,1993-10-01,,Kryddad sprit,Flaska,Skruvkapsyl,,Danmark,Danish Distillers,Arcus Sweden AB,,,45%,BS,0,0,
34702,43833,347,Masi Grappa Mezzanella,di Recioto Amarone,331.000,,500,662,2003-10-22,,"Grappa och Marc, Grappa",Flaska,,,Italien,Masi,Philipson Soderberg AB,,,50%,BS,0,0,Pressrester fran druvor som anvants vid produktion av amarone- och reciotovin
3501,73,35,Gordon's,London Dry Gin,239.000,,700,341.43,1992-09-07,,Gin,Flaska,,,Storbritannien,Tanqueray Gordon,Diageo Sweden AB,,,37.5%,FS,0,0,
350101,637098,3501,Epicuro,Riserva,85.000,,750,113.33,2012-10-01,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Apulien, Salice Salentino",Italien,Femar Vini,Domaine Wines Sweden AB,2010,2010,13.5%,FS,0,0,Negroamaro och malvasia nera.
3502,74,35,Gordon's,London Dry Gin,137.000,,350,391.43,1992-09-07,,Gin,Flaska,,,Storbritannien,Tanqueray Gordon,Diageo Sweden AB,,,37.5%,FS,0,0,
355001,25491,3550,Château Labadie,,119.000,,750,158.67,2000-11-06,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Côtes de Bourg",Frankrike,,Hjo Grosshandel AB,2010,2010,14.5%,FS,0,0,"Egendomen ar planterad med 60% merlot, 20% cabernet franc och 20% cabernet sauvignon."
35501,608325,355,Diplomático,Reserva 8 Años,365.000,,700,521.43,2011-10-01,,"Rom, Mork",Flaska,,,Venezuela,Destilerías Unidas,Handpicked Wines Sweden AB,,,40%,BS,0,0,
35502,505257,355,Diplomático,Reserva 8 Años,185.000,,350,528.57,2010-10-01,,"Rom, Mork",Flaska,,,Venezuela,Destilerías Unidas,Handpicked Wines Sweden AB,,,40%,FS,0,0,
35601,541380,356,Diplomático,Reserva Exclusiva,445.000,,700,635.71,2010-11-29,,"Rom, Mork",Flaska,Skruvkapsyl,,Venezuela,Destilerías Unidas,Handpicked Wines Sweden AB,,,40%,FS,0,0,
35602,910405,356,Diplomático,Reserva Exclusiva,245.000,,350,700,2014-12-01,,"Rom, Mork",Flaska,,,Venezuela,Destilerías Unidas,Handpicked Wines Sweden AB,175,,40%,BS,0,0,
357001,27657,3570,Château de Seguin,Cuvée Prestige,129.000,,750,172,2001-09-03,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Bordeaux, Bordeaux Supérieur",Frankrike,,Chris-Wine AB,2012,2012,13.5%,FS,0,0,"60% merlot, 37% cabernet sauvignon och 3% petit verdot."
357701,299436,3577,Saint Clair,Pioneer Block 3,139.000,,750,185.33,2008-04-01,,"Vitt vin, Friskt & Fruktigt",Flaska,Skruvkapsyl,Marlborough,Nya Zeeland,Saint Clair Family Estate,Sigva AB,2014,2014,13%,FS,0,0,Sauvignon blanc.
3601,47741,36,Bokma,Oude,229.000,,700,327.14,2004-05-01,,Genever,Flaska,Skruvkapsyl,,Nederlanderna,Bokma,Edrington Sweden AB,,,38%,BS,0,0,
36301,506082,363,Angostura 1824,12 Years,549.000,,700,784.29,2010-10-01,,"Rom, Mork",Flaska,,,Trinidad,Angostura,Interbrands Sweden AB,,,40%,BS,0,0,
369002,300808,3690,Castelnau de Suduiraut,,159.000,,375,424,2008-04-01,,"Vitt vin, Sott",Flaska,Naturkork,"Bordeaux, Sauternes",Frankrike,,Sigva AB,2008,2008,13.5%,FS,0,0,90% sémillon och 10% sauvignon blanc.
36901,15761,369,Bardinet,Napoleon French Brandy VSOP,205.000,,700,292.86,1998-07-06,,"Brandy och Vinsprit, Brandy",Flaska,Skruvkapsyl,,Frankrike,Bardinet,Bibendum,,,36%,FS,0,0,
37001,15771,370,Captain Morgan,Spiced Gold,240.000,,700,342.86,1998-08-03,,Smaksatt sprit,Flaska,,,Jamaica,Captain Morgan,Diageo Sweden AB,,,35%,FS,0,0,
37002,690492,370,Captain Morgan,Spiced Gold,129.000,,350,368.57,2012-10-01,,Smaksatt sprit,Flaska,,,Jamaica,Captain Morgan,Diageo Sweden AB,,,35%,FS,0,0,
37101,15774,371,Grappa di Chardonnay,,389.000,,700,555.71,1998-09-21,,"Grappa och Marc, Grappa",Flaska,,,Italien,Ca' de Monte,Granqvist Beverage House AB,,,40%,FS,0,0,Chardonnay.
374001,40523,3740,Lakka,Hjortronvin,99.000,,750,132,2003-10-06,,"Fruktvin, Sott",Flaska,Skruvkapsyl,,Finland,Lignell & Piispanen,Berntson Brands AB,,,15%,FS,0,0,Hjortron.
37401,15981,374,St-Rémy,Authentic VSOP,225.000,,700,321.43,1998-09-07,,"Brandy och Vinsprit, Brandy",Flaska,Skruvkapsyl,,Frankrike,St-Rémy,Nigab,,,36%,FS,0,0,
37701,43914,377,Caol Ila,12 Years,439.000,,700,627.14,2003-12-01,,"Whisky, Malt",Flaska,,"Skottland, Islay",Storbritannien,Caol Ila Distillery,Diageo Sweden AB,,,43%,FS,0,0,Maltat korn
37704,739338,377,Caol Ila,12 Years,150.000,,200,750,2013-03-01,,"Whisky, Malt",Flaska,,"Skottland, Islay",Storbritannien,Caol Ila Distillery,Diageo Sweden AB,,,43%,BS,0,0,
37801,630922,378,Brave Navigator,,209.000,,700,298.57,2012-04-02,,Smaksatt sprit,Flaska,,,Internationellt marke,Galatea Spirits AB,Galatea Spirits AB,,,35%,BS,0,0,
379004,306237,3790,C'est La Vie!,Colombard Sauvignon,25.000,,250,100,2008-04-01,,"Vitt vin, Friskt & Fruktigt",Papp,,"Frankrike sydvast, Côtes de Gascogne IGP",Frankrike,Les Grands Chais de France,Fondberg,2013,2013,11.5%,FS,0,0,Colombard och sauvignon blanc.
37902,707087,379,Grappa Barbera,Lorenzo Inga,269.000,,500,538,2013-03-01,,"Grappa och Marc, Grappa",Flaska,Plastkork/syntetkork,,Italien,Lorenzo Inga,Mondo Wine Sweden AB,,,42%,FS,0,0,Barbera.
3801,539281,38,Biostilla,Organic Gin,222.000,1.000,700,317.14,2011-04-01,,Gin,PET-flaska,Skruvkapsyl,,Italien,Alfons Walcher,Vinfabriken Sverige AB,,,37.5%,FS,1,0,
3802,539290,38,Biostilla,Organic Gin,120.000,1.000,350,342.86,2011-04-01,,Gin,PET-flaska,,,Italien,Alfons Walcher,Vinfabriken Sverige AB,,,37.5%,FS,1,0,
38101,284,381,Gronstedts Monopol VSOP,,335.000,,700,478.57,1993-10-01,,Cognac,Flaska,,Cognac,Frankrike,Altia,Altia Sweden AB,,,40%,FS,0,0,
38102,285,381,Gronstedts Monopol VSOP,,185.000,,350,528.57,1993-10-01,,Cognac,Flaska,,Cognac,Frankrike,Altia,Altia Sweden AB,,,40%,FS,0,0,
381401,335819,3814,Les Hauts de Granget,,165.000,,750,220,2008-10-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Saint-Emilion, Saint-Emilion Grand Cru",Frankrike,Union de Producteurs de Saint-Émilion,janake wine group AB,2010,2010,14%,FS,0,0,"83% merlot, 11% cabernet franc och 6% cabernet sauvignon."
381406,850071,3814,Les Hauts de Granget,Saint-Emilion Grand Cru,330.000,,1500,220,2014-05-02,,Rott vin,Magnum,,"Bordeaux, Saint-Emilion, Saint-Emilion Grand Cru",Frankrike,Union de Producteurs de Saint-Émilion,janake wine group AB,2009,,14%,BS,0,0,
38201,288,382,Gronstedts *** VS,,285.000,,700,407.14,1993-10-01,,Cognac,Flaska,,Cognac,Frankrike,Altia,Altia Sweden AB,,,40%,FS,0,0,
38202,289,382,Gronstedts *** VS,,165.000,,350,471.43,1993-10-01,,Cognac,Flaska,,Cognac,Frankrike,Altia,Altia Sweden AB,,,40%,FS,0,0,
38301,756218,383,Abbaye de Madion,XO 6 Ans Les Vignobles Arrivé,579.000,,700,827.14,2013-09-02,,Cognac,Flaska,,"Cognac, Bon Bois",Frankrike,Les Vignobles Arrivé,TM Kvalitetsviner AB,,,40%,FS,0,0,
38402,707096,384,Samalens,,549.000,,500,1098,2013-03-01,,Armagnac,Flaska,,"Armagnac, Bas-Armagnac",Frankrike,Samalens,Bibendum,1975,1975,45%,FS,0,0,
384301,758158,3843,Château Mancèdre,,149.000,,750,198.67,2013-09-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Bordeaux, Graves, Pessac-Léognan",Frankrike,,Stockholm Wine Importers AB,2010,,13%,BS,0,0,
38502,299,385,Eau-de-Vie **,,116.000,,350,331.43,1993-10-01,,"Brandy och Vinsprit, Vinsprit",Flaska,,,Frankrike,Pernod Ricard,Pernod Ricard Sweden AB,,,38%,FS,0,0,
38601,764729,386,Eau-de-Vie **,,228.000,1.000,700,325.71,2013-09-02,,"Brandy och Vinsprit, Vinsprit",PET-flaska,Skruvkapsyl,,Frankrike,Pernod Ricard,Pernod Ricard Sweden AB,,,38%,FS,0,0,
38902,779368,389,Bache Gabrielsen,Christmas Cognac XO,401.000,,500,802,2013-12-02,,Cognac,Flaska,,Cognac,Frankrike,Bache Gabrielsen,janake wine group AB,,,40%,TSS,0,0,
3901,84,39,Beefeater,London Dry Gin,254.000,,700,362.86,1993-10-01,,Gin,Flaska,Skruvkapsyl,,Storbritannien,James Burrough,Pernod Ricard Sweden AB,,,40%,FS,0,0,
3902,85,39,Beefeater,London Dry Gin,140.000,,350,400,1993-10-01,,Gin,Flaska,Skruvkapsyl,,Storbritannien,James Burrough,Pernod Ricard Sweden AB,,,40%,FS,0,0,
392501,241603,3925,Château Belgrave,,395.000,,750,526.67,2007-04-02,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Haut-Médoc",Frankrike,,Vinunic AB,2010,2010,14%,FS,0,0,"58% cabernet sauvignon, 40% merlot och 2% petit verdot."
393001,854008,3930,Santa Lucia Curtefranca,Rosso,99.000,,750,132,2014-09-01,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Lombardiet, Franciacorta, Curtefranca",Italien,Azienda Agricola Santa Lucia,People Wine AB,2012,2012,12.5%,FSN,0,0,50% cabernet sauvignon och 50% merlot.
395801,15310,3958,Château de Seguin,,99.000,,750,132,1998-09-07,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Bordeaux, Bordeaux Supérieur",Frankrike,,Chris-Wine AB,2012,2012,13%,FS,0,0,65% merlot och 35% cabernet sauvignon.
395806,21775,3958,Château de Seguin,,199.000,,1500,132.67,2000-01-03,,"Rott vin, Fruktigt & Smakrikt",Magnum,Naturkork,"Bordeaux, Bordeaux Supérieur",Frankrike,,Chris-Wine AB,2012,2012,13%,FS,0,0,65% merlot och 35% cabernet sauvignon.
39801,24517,398,Braastad VS,,299.000,,700,427.14,2000-06-05,,Cognac,Flaska,,Cognac,Frankrike,Tiffon,Arcus Sweden AB,,,40%,FS,0,0,
399101,693351,3991,Ronan de Clinet,,122.000,,750,162.67,2012-09-26,,Rott vin,Flaska,Naturkork,Bordeaux,Frankrike,Château Clinet,Magnum Wine AB,2010,,14%,BS,0,0,
399201,367861,3992,Château Reysson,,179.000,,750,238.67,2009-10-01,,Rott vin,Flaska,Naturkork,"Bordeaux, Haut-Médoc",Frankrike,,Vinunic AB,,,14.5%,BS,0,0,
399401,394722,3994,Château Haut-Canteloup,,100.000,,750,133.33,2009-10-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Premières Côtes de Blaye",Frankrike,,TOMP Beer Wine & Spirits AB,2011,2011,13%,FS,0,0,"75% merlot, 20% cabernet sauvignon och 5% cabernet franc."
399501,853992,3995,Falerno di Massico,Rosso,99.000,,750,132,2014-09-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Kampanien, Falerno del Massico",Italien,Azienda Agricola di Brini Maria Felicia,Vinunic AB,2011,2011,14%,FSN,0,0,80% aglianico och 20% piedrosso.
400001,2680,4000,Blossa Vinglogg,,69.000,,750,92,1996-11-17,,Glogg och Glühwein,Flaska,,,Internationellt marke,Altia,Altia Sweden AB,,,10%,TSS,0,0,
40001,7506,400,Lagavulin,16 Years,599.000,,700,855.71,1995-05-15,,"Whisky, Malt",Flaska,,"Skottland, Islay",Storbritannien,Lagavulin Distillery,Diageo Sweden AB,,,43%,FS,0,0,
4000201,852931,40002,Speyside Liquid Sun,Ehrlich & Schneider Gbr.,1035.000,,700,1478.57,2014-08-01,,"Whisky, Malt",Flaska,,Skottland,Storbritannien,Ehrlich & Schneider Gbr.,Symposion International AB,1991,,54.6%,TSE,0,0,
4000301,852949,40003,Bunnahabhain Liquid Sun,Ehrlich & Schneider Gbr.,1599.000,,700,2284.29,2014-08-01,,"Whisky, Malt",Flaska,,Skottland,Storbritannien,Ehrlich & Schneider Gbr.,Symposion International AB,1987,,50.1%,TSE,0,0,
40004,588058,400,Lagavulin,16 Years,199.000,,200,995,2011-10-01,,"Whisky, Malt",Flaska,Naturkork,"Skottland, Islay",Storbritannien,Lagavulin Distillery,Diageo Sweden AB,,,43%,FS,0,0,
4000401,852958,40004,Ben Nevis Liquid Sun,Ehrlich & Schneider Gbr.,999.000,,700,1427.14,2014-08-01,,"Whisky, Malt",Flaska,,Skottland,Storbritannien,Ehrlich & Schneider Gbr.,Symposion International AB,1996,,52.3%,TSE,0,0,
4000601,853021,40006,Liquid Library Strathmill,The Whisky Agency,1045.000,,700,1492.86,2014-08-01,,"Whisky, Malt",Flaska,Naturkork,Skottland,Storbritannien,The Whisky Agency,Origo Wine Import,1990,,53.3%,TSE,0,0,
4000802,865542,40008,Imkergut,Mjod Honungsvin,69.000,,375,184,2014-12-01,,Mjod,Flaska,Skruvkapsyl,,Tyskland,Cum Natura GmbH,Vinfabriken Sverige AB,2014,,11%,FSN,0,0,Honung.
4000901,887287,40009,Bowmore,Port Matured,3795.000,,700,5421.43,2014-12-05,,"Whisky, Malt",Flaska,,"Skottland, Islay",Storbritannien,Morrison's Bowmore Distillery,Philipson Soderberg AB,1989,,50.8%,TSE,0,0,
4001001,887290,40010,Auchentoshan,Wine Cask Matured,2750.000,,700,3928.57,2014-12-05,,"Whisky, Malt",Flaska,,"Skottland, Lowlands",Storbritannien,Morrison's Bowmore Distillery,Philipson Soderberg AB,,,47.6%,TSE,0,0,
4001101,887294,40011,Auchentoshan,Virgin Oak batch 2,795.000,,700,1135.71,2014-12-05,,"Whisky, Malt",Flaska,,"Skottland, Lowlands",Storbritannien,Morrison's Bowmore Distillery,Philipson Soderberg AB,,,46%,TSE,0,0,
4009001,872481,40090,The Whisky Agency,Ardmore,839.000,,700,1198.57,2014-09-19,,"Whisky, Malt",Flaska,Naturkork,Skottland,Storbritannien,The Whisky Agency,Origo Wine Import,2000,,50.9%,TSE,0,0,
401,11,4,Kronvodka,,219.000,,700,312.86,1993-10-01,,Okryddad sprit,Flaska,,,Internationellt marke,Altia,Altia Sweden AB,,,40%,FS,0,0,Vete och korn.
40101,192310,401,Clontarf,Single Malt,289.000,,700,412.86,2006-04-01,,"Whisky, Malt",Flaska,Skruvkapsyl,,Irland,Clontarf Irish Whiskey,Arcus Sweden AB,,,40%,FS,0,0,Maltat korn.
4010901,524062,40109,The Snow Grouse,,299.000,,700,427.14,2010-09-13,,"Whisky, Grain",Flaska,,Skottland,Storbritannien,Matthew Gloag & Son,Edrington Sweden AB,,,40%,FS,0,0,
402,12,4,Kronvodka,,119.000,,350,340,1993-10-01,,Okryddad sprit,Flaska,Skruvkapsyl,,Internationellt marke,Altia,Altia Sweden AB,,,40%,FS,0,0,Vete och korn.
40201,873650,402,Singleton,Spey Cascade,329.000,,700,470,2014-12-01,,"Whisky, Malt",Flaska,,Skottland,Storbritannien,Diageo plc,Diageo Sweden AB,,,40%,FSN,0,0,Kornmalt.
402902,742604,4029,Calvet,Réserve du Ciron,99.000,,375,264,2013-04-03,,"Vitt vin, Sott",Flaska,Naturkork,"Bordeaux, Sauternes",Frankrike,Calvet,Enjoy Wine & Spirits AB,2010,,13%,BS,0,0,
40302,637775,403,The Irishman 70,,149.000,,350,425.71,2012-10-01,,"Whisky, Blended",Flaska,,,Irland,The Irishman,Interbrands Sweden AB,,,40%,FS,0,0,Kornmalt.
40401,308,404,Ballantine's,,259.000,,700,370,1993-10-01,,"Whisky, Blended",Flaska,Skruvkapsyl,Skottland,Storbritannien,George Ballantine & Son Ltd,Pernod Ricard Sweden AB,,,40%,FS,0,0,
4040101,878752,40401,Glenmorangie,18 years,899.000,,700,1284.29,2014-12-05,,"Whisky, Malt",Flaska,Naturkork,"Skottland, Highlands, Northern Highlands",Storbritannien,Glenmorangie,Moët Hennessy Sverige AB,,,43%,TSE,0,0,
4040201,808933,40402,Hancock´s,President´s Reserve,901.000,,700,1287.14,2014-02-01,,"Whisky, Bourbon",Flaska,,Kentucky,USA,Sazerac Co. Inc,Arcus Sweden AB,,,44.4%,TSE,0,0,
4040301,811536,40403,Yamazaki,Bourbon Barrel,997.000,,700,1424.29,2014-03-01,,"Whisky, Malt",Flaska,,,Japan,Suntory,Philipson Soderberg AB,2013,,48%,TSE,0,0,
4040602,816788,40406,Smogen Primor,,1276.000,,500,2552,2014-03-13,,"Whisky, Malt",Flaska,,,Sverige,Smogen Whisky AB,Smogen Whisky AB,,,63.7%,TSE,0,0,
4040701,861083,40407,La Part des Anges - XO,Edition Exclusif 2014,1495.000,,700,2135.71,2014-10-03,,Cognac,Flaska,,Cognac,Frankrike,Magni Spirits AB,Philipson Soderberg AB,,,40%,TSE,0,0,Ugni blanc.
4040902,861314,40409,Ferdinand's,Saar Dry Gin,489.000,,500,978,2014-09-05,,Gin,Flaska,Naturkork,,Tyskland,Vallendar & Zilliken,Origo Wine Import,,,44%,TSE,0,0,
4041101,827958,40411,Villa Lobos,Tequila Extra Añejo,749.000,,700,1070,2014-05-02,,Tequila och Mezcal,Flaska,,Jalisco,Mexiko,"La Alteña Distillery, Tequila Tapatio SA DE CV",Liquorama AB,,,40%,TSE,0,0,
4041301,720863,40413,Jura 1977,,5299.000,,700,7570,2013-04-02,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Islands, Isle of Jura",Storbritannien,Whyte & Mackay,Interbrands Sweden AB,,,46%,TSE,0,0,
4041401,851635,40414,Mackmyra,Moment Malstrom,1195.000,,700,1707.14,2014-06-02,,"Whisky, Malt",Flaska,Plastkork/syntetkork,,Sverige,Mackmyra Svensk Whisky AB,Mackmyra Svensk Whisky AB,,,46.4%,TSE,0,0,Kornmalt.
4042001,689590,40420,Mackmyra,Moment Kalla,1097.000,,700,1567.14,2012-12-01,,"Whisky, Malt",Flaska,Plastkork/syntetkork,,Sverige,Mackmyra Svensk Whisky AB,Mackmyra Svensk Whisky AB,,,53.4%,TSE,0,0,
4042101,877822,40421,Nikka Coffey Malt,,599.000,,700,855.71,2014-11-07,,"Whisky, Malt",Flaska,,,Japan,The Nikka Whisky Distilling Co,Symposion International AB,,,45%,TSE,0,0,
4042202,889897,40422,Gronstedts XO,Noël,399.000,,500,798,2014-12-05,,Cognac,Flaska,,Cognac,Frankrike,Altia,Altia Sweden AB,2014,,40%,TSE,0,0,Ugni blanc.
4042301,689543,40423,Tomintoul,Liquid Sun 10 Years,999.000,,700,1427.14,2012-12-01,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Speyside",Storbritannien,Liquid Sun Whisky,Symposion International AB,2001,,53.9%,TSE,0,0,
4042401,689596,40424,Mackmyra,Moment Glod,1197.000,,700,1710,2012-12-01,,"Whisky, Malt",Flaska,Plastkork/syntetkork,,Sverige,Mackmyra Svensk Whisky AB,Mackmyra Svensk Whisky AB,,,51.2%,TSE,0,0,
4042701,858972,40427,Atlantico Private Cask,Alebrand spirits company LLC,501.000,,700,715.71,2014-08-01,,"Rom, Mork",Flaska,,,Dominikanska Republiken,Alebrand spirits company LLC,N57 Nordic AB,,,40%,TSE,0,0,Rorsocker.
4043001,811468,40430,Yamazaki,Puncheon,997.000,,700,1424.29,2014-03-01,,"Whisky, Malt",Flaska,,,Japan,Suntory,Philipson Soderberg AB,,,48%,TSE,0,0,
4043301,893444,40433,BenRiach Cask 5463 Peated Bourbon Finish,37 Years,3990.000,,700,5700,2014-10-23,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Speyside",Storbritannien,BenRiach Distillery,Nigab,1976,,51.9%,TSE,0,0,
4043701,858729,40437,Cu Bocan Sherry Cask,The Tomatin Distillery Co. Ltd,549.000,,700,784.29,2014-11-07,,"Whisky, Malt",Flaska,,Skottland,Storbritannien,Tomatin,Galatea Spirits AB,,,46%,TSE,0,0,Maltat korn.
4043801,876340,40438,Meursault,Clos des Corvées de Citeau,359.000,,750,478.67,2014-08-01,,Vitt vin,Flaska,,"Bourgogne, Côte de Beaune, Meursault",Frankrike,Eurl Chavy-Chouet,Theisvine AB,2012,,13%,BS,0,0,
4045201,816875,40452,Benromach,Cask Strength,662.000,,700,945.71,2014-04-01,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Speyside",Storbritannien,Benromach Distillery,Symposion International AB,,,60%,TSE,0,0,Kornmalt.
4045801,887189,40458,Bowmore,Tempest V,599.000,,700,855.71,2014-11-21,,"Whisky, Malt",Flaska,,"Skottland, Islay",Storbritannien,Morrison's Bowmore Distillery,Philipson Soderberg AB,,,55.9%,TSE,0,0,Maltat korn.
4046101,887110,40461,Mackmyra,Iskristall,598.000,,700,854.29,2014-12-05,,"Whisky, Malt",Flaska,Plastkork/syntetkork,,Sverige,Mackmyra Svensk Whisky AB,Mackmyra Svensk Whisky AB,,,46.1%,TSE,0,0,Kornmalt.
4046701,828056,40467,Glenfarclas,1964,5456.000,,700,7794.29,2014-05-02,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Speyside",Storbritannien,Glenfarclas Distillery,Philipson Soderberg AB,1964,,41%,TSE,0,0,
4046801,812273,40468,anCnoc,Tushkar,449.000,,700,641.43,2014-05-02,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Speyside",Storbritannien,Inver House Distillers,Berntson Brands AB,,,46%,TSE,0,0,Kornmalt.
4046901,827955,40469,Villa Lobos,Tequila Reposado,549.000,,700,784.29,2014-05-02,,Tequila och Mezcal,Flaska,,Jalisco,Mexiko,"La Alteña Distillery, Tequila Tapatio SA DE CV",Liquorama AB,,,40%,TSE,0,0,Agave.
4047101,861094,40471,Smith & Cross,Traditional Jamaica rum,496.000,,700,708.57,2014-09-05,,"Rom, Mork",Flaska,Naturkork,,Jamaica,Hayman Distillers,Renbjer & Magnusson AB,,,57%,TSE,0,0,Melass.
4047401,893456,40474,BenRiach Cask 529 Peated Bourbon Finish,37 Years,3990.000,,700,5700,2014-10-23,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Speyside",Storbritannien,BenRiach Distillery,Nigab,1976,,44.2%,TSE,0,0,
40501,12974,405,Black Rock,,279.000,,700,398.57,1997-05-05,,"Whisky, Blended",Flaska,,Skottland,Storbritannien,James Sword and Son Limited,Philipson Soderberg AB,,,40%,FS,0,0,
40601,313,406,Bell's,,240.000,,700,342.86,1992-09-07,,"Whisky, Blended",Flaska,,Skottland,Storbritannien,Arthur Bell,Diageo Sweden AB,,,40%,FS,0,0,
40602,314,406,Bell's,,129.000,,350,368.57,1992-09-07,,"Whisky, Blended",Flaska,,Skottland,Storbritannien,Arthur Bell,Diageo Sweden AB,,,40%,FS,0,0,
40701,13178,407,MacScot's,,217.000,,700,310,1997-05-01,,"Whisky, Blended",Flaska,,Skottland,Storbritannien,Pernod Ricard,Pernod Ricard Sweden AB,,,40%,BS,0,0,
40802,755987,408,Mackmyra Svensk Rok,,460.000,,500,920,2013-09-02,,"Whisky, Malt",Flaska,Plastkork/syntetkork,,Sverige,Mackmyra Svensk Whisky AB,Mackmyra Svensk Whisky AB,,,46.1%,FS,0,0,Kornmalt.
408701,12282,4087,Château Menota,,119.000,,750,158.67,1997-02-03,,"Vitt vin, Sott",Flaska,Naturkork,"Bordeaux, Graves, Graves Supérieures",Frankrike,,Stockholm Wine Importers AB,2011,2011,14%,FS,0,0,"Sémillon 60%, sauvignon blanc 30%, muscadelle 10%"
408702,12283,4087,Château Menota,,74.000,,375,197.33,1997-02-03,,"Vitt vin, Sott",Flaska,Naturkork,"Bordeaux, Graves, Graves Supérieures",Frankrike,,Stockholm Wine Importers AB,2011,2011,13%,FS,0,0,"Sémillon 60%, sauvignon blanc 30%, muscadelle 10%"
40901,345081,409,Mackmyra,Den Forsta Utgavan,498.000,,700,711.43,2008-09-08,,"Whisky, Malt",Flaska,,"Gavleborgs lan, Gavle kommun",Sverige,Mackmyra Svensk Whisky AB,Mackmyra Svensk Whisky AB,,,46.1%,FS,0,0,
4100001,887303,41000,Glen Garioch,Virgin Oak Batch 2,795.000,,700,1135.71,2014-12-05,,"Whisky, Malt",Flaska,,"Skottland, Highlands",Storbritannien,Morrison's Bowmore Distillery,Philipson Soderberg AB,,,48%,TSE,0,0,Kornmalt.
41001,583290,410,Bushmills,Original,255.000,,700,364.29,2011-10-01,,"Whisky, Blended",Flaska,,,Internationellt marke,Old Bushmills,Diageo Sweden AB,,,40%,FS,0,0,
41002,583307,410,Bushmills,Original,139.000,,350,397.14,2011-10-01,,"Whisky, Blended",Flaska,Skruvkapsyl,,Internationellt marke,Old Bushmills,Diageo Sweden AB,,,40%,FS,0,0,
41101,325,411,Talisker,10 Years,409.000,,700,584.29,1993-02-22,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Islands, Isle of Skye",Storbritannien,Talisker,Diageo Sweden AB,,,45.8%,FS,0,0,
41104,739345,411,Talisker,10 Years,150.000,,200,750,2013-03-01,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Islands, Isle of Skye",Storbritannien,Talisker,Diageo Sweden AB,,,45.8%,BS,0,0,
411502,16852,4115,Château Grillon,,129.000,,375,344,1998-12-07,,"Vitt vin, Sott",Flaska,Naturkork,"Bordeaux, Sauternes",Frankrike,,Les Millésimes HB,2011,2011,13%,FS,0,0,Sémillon och sauvignon blanc.
