"","nr","Artikelid","Varnummer","Namn","Namn2","Prisinklmoms","Pant","Volymiml","PrisPerLiter","Saljstart","Slutlev","Varugrupp","Forpackning","Forslutning","Ursprung","Ursprunglandnamn","Producent","Leverantor","Argang","Provadargang","Alkoholhalt","Sortiment","Ekologisk","Koscher","RavarorBeskrivning","fyllighet","stravhet","fruktsyra","druva","smak","doft","real_score"
"2056",3222901,42136,32229,"Fonterutoli","",149,NA,750,198.67,"2003-09-01",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Toscana, Chianti, Chianti Classico","Italien","Marchesi Mazzei","The WineAgency Sweden AB",2012,2012,"13.5%","FS",0,0,"Sangiovese.","9 ","9 ","9 ","Sangiovese","Nyanserad.kryddig.smak.rostad.fatkaraktär.inslag.mörka.körsbär.salvia.plommon.choklad ","Nyanserad.kryddig.doft.rostad.fatkaraktär.inslag.mörka.körsbär.lavendel.choklad.tobak",99
"2059",3233501,21442,32335,"Antè","Barbera d'Asti",91,NA,750,121.33,"2000-01-03",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Piemonte, Barbera d'Asti","Italien","Ca'Bianca","Enjoy Wine & Spirits AB",NA,NA,"13.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"2060",3234101,21944,32341,"Le Tense","Sassella",137,NA,750,182.67,"2000-03-06",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Lombardiet, Valtellina, Valtellina Superiore","Italien","Nino Negri","Enjoy Wine & Spirits AB",2010,2010,"13.5%","FS",0,0,"Chiavennasca (nebbiolo).","8 ","9 ","9 ","Chiavennasca,(nebbiolo)","Kryddig.nyanserad.smak.fatkaraktär.inslag.körsbär.salvia.kanel.nötter.rosor ","Kryddig.nyanserad.doft.fatkaraktär.inslag.körsbär.salvia.kanel.nötter.rosor",99
"2061",3236101,23550,32361,"Masi Brolo Campofiorin Oro","",159,NA,750,212,"2000-12-04",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Venetien, Veronese","Italien","Masi","Philipson Soderberg AB",2010,2010,"14%","FS",0,0,"80% corvina och 20% rondinella.","9 ","9 ","9 ","80%,corvina,och,20%,rondinella","Kryddig.smak.inslag.mörka.körsbär.kakao.lakrits.örter ","Kryddig.doft.inslag.mörka.körsbär.plommon.torkade.örter.lakrits",99
"2062",3236401,24248,32364,"Mauro","Primitivo Alberello",64,NA,750,85.33,"2000-06-05",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Apulien, Salento","Italien","Nordic Sea Winery","Oenoforos AB",2013,2013,"14%","FS",0,0,"Primitivo.","7 ","7 ","9 ","Ingen anged","Mycket.fruktig.smak.inslag.mörka.körsbär.vanilj ","Mycket.fruktig.aningen.bränd.doft.inslag.mörka.lakrits.choklad",99
"2063",3236402,193689,32364,"Mauro","Primitivo Alberello",37,NA,375,98.67,"2006-04-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Apulien, Salento","Italien","Nordic Sea Winery","Oenoforos AB",2013,2013,"14%","FS",0,0,"","7 ","7 ","9 ","Ingen anged","Mycket.fruktig.smak.inslag.mörka.körsbär.vanilj ","Mycket.fruktig.aningen.bränd.doft.inslag.mörka.lakrits.choklad",99
"2064",3236408,31888,32364,"Mauro","Primitivo Alberello",209,NA,3000,69.67,"2001-12-03",NA,"Rott vin, Fruktigt & Smakrikt","Box","Vingtapp","Apulien, Salento","Italien","Nordic Sea Winery","Oenoforos AB",2013,2013,"13.5%","FS",0,0,"Primitivo.","7 ","7 ","9 ","Ingen anged","Mycket.fruktig.smak.inslag.mörka.körsbär.vanilj ","Mycket.fruktig.aningen.bränd.doft.inslag.mörka.lakrits.choklad",99
"2065",3236701,24251,32367,"Canaletto","Zinfandel",79,NA,750,105.33,"2000-10-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Apulien","Italien","Casa Girelli","Chris-Wine AB",2011,2011,"13.5%","FS",0,0,"Primitivo.","6 ","6 ","9 ","Primitivo","Fruktig.smak.inslag.mörka.körsbär.vanilj.mynta ","Fruktig.doft.inslag.mörka.lakrits.mynta",99
"2066",3240908,29186,32409,"il Conte","Appassimento Zinfandel Negroamaro",179,NA,3000,59.67,"2001-09-03",NA,"Rott vin, Fruktigt & Smakrikt","Box","Tryckknapp front","Apulien, Salento","Italien","Nordic Sea Winery","Oenoforos AB",2013,2013,"13.5%","FS",0,0,"Primitivo 80%, negroamaro 20%","6 ","6 ","8 ","Primitivo,80%,negroamaro,20%","Fruktig.smak.inslag.skogsbär.lakrits.vanilj ","Fruktig.doft.inslag.skogsbär.vanilj.lakrits",99
"2067",3241001,29242,32410,"Primicia","",69,NA,750,92,"2001-12-03",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Plastkork/syntetkork","Rioja","Spanien","Bodegas Primicia","Oenoforos AB",2013,2013,"13.5%","FS",0,0,"Tempranillo 90% och garnacha 10%","7 ","7 ","9 ","Tempranillo,90%,och,garnacha,10%","Kryddig.smak.inslag.björnbär.jordgubbar.örter.vanilj ","Kryddig.doft.inslag.björnbär.jordgubbar.örter.vanilj",99
"2068",3241108,30230,32411,"Allegro","Sangiovese Primitivo",219,NA,3000,73,"2001-10-01",NA,"Rott vin, Fruktigt & Smakrikt","Box","Vingtapp","Apulien","Italien","Nordic Sea Winery","Oenoforos AB",2013,2013,"13.5%","FS",0,0,"Sangiovese 80% och primitivo 20%.","8 ","7 ","9 ","Sangiovese,80%,och,primitivo,20%","Mycket.fruktig.smak.inslag.mörka.körsbär.örter.vanilj ","Mycket.fruktig.doft.inslag.mörka.timjan.choklad",99
"2069",3241201,29244,32412,"Allegro","Primitivo",69,NA,750,92,"2001-11-05",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Apulien","Italien","Nordic Sea Winery","Oenoforos AB",2013,2013,"14.5%","FS",0,0,"Primitivo.","7 ","7 ","9 ","Primitivo","Mycket.fruktig.smak.inslag.mörka.choklad.viol.vanilj ","Fruktig.doft.inslag.mörka.körsbär.viol.choklad.vanilj",99
"2070",3241701,30144,32417,"Villa Puccini","",87,NA,750,116,"2001-09-03",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Toscana","Italien","Villa Puccini","Nigab",2010,2010,"12.5%","FS",0,0,"Sangiovese 90%, merlot 10%","9 ","9 ","10","90%,sangiovese,och,10%,merlot","Kryddig.nyanserad.smak.fatkaraktär.inslag.mörka.körsbär.plommon.choklad.örter ","Kryddig.fruktig.doft.fatkaraktär.inslag.mörka.körsbär.örter.choklad.plommon.lakrits",99
"2071",3241702,43561,32417,"Villa Puccini","",50,NA,375,133.33,"2003-11-03",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Toscana","Italien","Villa Puccini","Nigab",2010,2010,"12.6%","FS",0,0,"","9 ","9 ","10","90%,sangiovese,och,10%,merlot","Kryddig.nyanserad.smak.fatkaraktär.inslag.mörka.körsbär.plommon.choklad.örter ","Kryddig.fruktig.doft.fatkaraktär.inslag.mörka.körsbär.örter.choklad.plommon.lakrits",99
"2072",3241706,43560,32417,"Villa Puccini","",166,NA,1500,110.67,"2003-11-03",NA,"Rott vin, Kryddigt & Mustigt","Magnum","Naturkork","Toscana","Italien","Villa Puccini","Nigab",2010,2010,"12.6%","FS",0,0,"","9 ","9 ","10","90%,sangiovese,och,10%,merlot","Kryddig.nyanserad.smak.fatkaraktär.inslag.mörka.körsbär.plommon.choklad.örter ","Kryddig.fruktig.doft.fatkaraktär.inslag.mörka.körsbär.örter.choklad.plommon.lakrits",99
"2073",3243101,41807,32431,"Boira'","Sangiovese",89,NA,750,118.67,"2003-08-04",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Marche","Italien","Cantine Volpi","Bibendum",2013,2013,"13%","FS",1,0,"Sangiovese","7 ","7 ","9 ","Sangiovese","Fruktig.smak.inslag.körsbär.choklad.vanilj ","Fruktig.doft.inslag.körsbär.choklad.vanilj.örter",99
"2074",3243106,800339,32431,"Boira","Sangiovese",179,NA,1500,119.33,"2013-11-01",NA,"Rott vin","Magnum","","Marche","Italien","Cantine Volpi","Bibendum",2013,NA,"13%","BS",1,0,"","7 ","7 ","9 ","Sangiovese","Fruktig.smak.inslag.körsbär.choklad.vanilj ","Fruktig.doft.inslag.körsbär.choklad.vanilj.örter",99
"2075",3243108,883549,32431,"Boira","Sangiovese",239,NA,3000,79.67,"2014-09-01",NA,"Rott vin","Box","","Marche","Italien","Cantine Volpi srl","Bibendum",2013,NA,"13%","BS",1,0,"","7 ","7 ","9 ","Sangiovese","Fruktig.smak.inslag.körsbär.choklad.vanilj ","Fruktig.doft.inslag.körsbär.choklad.vanilj.örter",99
"2076",3244401,37503,32444,"Masi Grandarella","Appassimento",199,NA,750,265.33,"2002-12-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Venetien, Delle Venezie","Italien","Masi","Philipson Soderberg AB",2010,2010,"14.5%","FS",0,0,"75% refosco och 25% carmenère.","10","9 ","9 ","75%,refosco,och,25%,carmenère","Nyanserad.kryddig.smak.inslag.mörka.körsbär.korinter.peppar.örter.choklad ","Nyanserad.kryddig.doft.inslag.mörka.körsbär.russin.choklad.salvia.lagerblad",99
"2077",3245201,39521,32452,"Raccolto","Nero d'Avola Cabernet Sauvignon",89,NA,750,118.67,"2003-04-07",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Sicilien","Italien","Nordic Sea Winery","Oenoforos AB",2013,2013,"14%","FS",1,0,"60% nero d'avola, 40% cabernet sauvignon","7 ","7 ","9 ","60%,nero,d'avola,40%,cabernet,sauvignon","Mycket.fruktig.aningen.bränd.smak.inslag.svarta.vinbär.körsbär.viol.lakrits ","Mycket.fruktig.aningen.bränd.doft.inslag.svarta.vinbär.körsbär.lakrits.vanilj",99
"2078",3245202,272731,32452,"Raccolto","Nero d'Avola Cabernet Sauvignon",47,NA,375,125.33,"2007-10-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Sicilien","Italien","Nordic Sea Winery","Oenoforos AB",2013,2013,"14%","FS",1,0,"60% nero d'avola, 40% cabernet sauvignon","7 ","7 ","9 ","60%,nero,d'avola,40%,cabernet,sauvignon","Mycket.fruktig.aningen.bränd.smak.inslag.svarta.vinbär.körsbär.viol.lakrits ","Mycket.fruktig.aningen.bränd.doft.inslag.svarta.vinbär.körsbär.lakrits.vanilj",99
"2079",3247201,42014,32472,"Le Volte","",159,NA,750,212,"2003-11-03",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Toscana","Italien","Ornellaia","Carovin AB",2012,2012,"13.5%","FS",0,0,"50% merlot, 30% sangiovese och 20% cabernet sauvignon.","9 ","9 ","9 ","50%,merlot,30%,sangiovese,och,20%,cabernet,sauvignon","Nyanserad.fruktig.smak.fatkaraktär.inslag.svarta.vinbär.örter.björnbär.ceder.kakao ","Nyanserad.fruktig.doft.fatkaraktär.inslag.svarta.vinbär.björnbär.salvia.choklad.pinjenötter",99
"2080",3247208,794140,32472,"Le Volte","",839,NA,3000,279.67,"2013-10-01",NA,"Rott vin","Flaska","Naturkork","Toscana","Italien","Ornellaia","Carovin AB",2012,NA,"14%","BS",0,0,"","9 ","9 ","9 ","50%,merlot,30%,sangiovese,och,20%,cabernet,sauvignon","Nyanserad.fruktig.smak.fatkaraktär.inslag.svarta.vinbär.örter.björnbär.ceder.kakao ","Nyanserad.fruktig.doft.fatkaraktär.inslag.svarta.vinbär.björnbär.salvia.choklad.pinjenötter",99
"2082",330001,507546,3300,"Passitivo","Primitivo",89,NA,750,118.67,"2010-06-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Plastkork/syntetkork","Apulien","Italien","Cantine Paolo Leo","WineWorld AB",2012,2012,"14.5%","FS",0,0,"Primitivo.","9 ","7 ","9 ","Primitivo","Generöst.fruktig.smak.inslag.mörka.körsbär.lavendel.katrinplommon.vanilj ","Mycket.fruktig.doft.inslag.mörka.körsbär.lavendel.katrinplommon.vanilj",99
"2085",330201,659278,3302,"Raccolto","Appassimento",89,NA,750,118.67,"2012-04-10",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Plastkork/syntetkork","Venetien","Italien","Nordic Sea Winery","Oenoforos AB",2012,2012,"14%","FS",0,0,"","9 ","8 ","9 ","Ingen anged","Kryddig.fruktig.smak.fatkaraktär.inslag.mörka.körsbär.plommon.örter.kakao.vanilj ","Kryddig.fruktig.doft.fatkaraktär.inslag.mörka.körsbär.plommon.örter.mjölkchoklad",99
"2086",330501,864832,3305,"Tbilvino Saperavi","",85,NA,750,113.33,"2014-12-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Kakheti Region","Georgien","JSC Tibilvino","Amka Vinimport AB",2013,2013,"13%","FSN",0,0,"Saperavi.","9 ","8 ","9 ","Saperavi","Smakrikt.fruktigt.inslag.björnbär.viol.svarta.oliver.örter.plommon ","Nyanserad.fruktig.doft.inslag.björnbär.viol.svarta.oliver.plommon",99
"2087",330901,865231,3309,"Ferngrove","Cabernet Sauvignon",99,NA,750,132,"2014-12-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Western Australia, Margaret River","Australien","Ferngrove Wines","Modern Wines Sweden AB",2013,2013,"14%","FSN",0,0,"Cabernet sauvignon.","10","9 ","9 ","Cabernet,sauvignon","Nyanserad.fruktig.smak.fatkaraktär.inslag.svarta.vinbär.björnbär.mynta.ceder.vanilj ","Nyanserad.fruktig.doft.fatkaraktär.inslag.svarta.vinbär.björnbär.mintchoklad.vanilj.tobak",99
"2092",335906,49395,3359,"Château Noaillac","",239,NA,1500,159.33,"2004-12-06",NA,"Rott vin","Magnum","Naturkork","Bordeaux, Médoc","Frankrike","","Bornicon & Salming",2006,NA,"13%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"2097",350101,637098,3501,"Epicuro","Riserva",85,NA,750,113.33,"2012-10-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Apulien, Salice Salentino","Italien","Femar Vini","Domaine Wines Sweden AB",2010,2010,"13.5%","FS",0,0,"Negroamaro och malvasia nera.","8 ","8 ","9 ","Negroamaro,och,malvasia,nera","Kryddig.utvecklad.smak.fatkaraktär.inslag.korinter.salvia.mörk.choklad.vanilj ","Kryddig.utvecklad.doft.fatkaraktär.inslag.korinter.salvia.sötlakrits.gummi.vanilj",99
"2099",355001,25491,3550,"Château Labadie","",119,NA,750,158.67,"2000-11-06",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Bordeaux, Côtes de Bourg","Frankrike","","Hjo Grosshandel AB",2010,2010,"14.5%","FS",0,0,"Egendomen ar planterad med 60% merlot, 20% cabernet franc och 20% cabernet sauvignon.","9 ","9 ","9 ","Egendomen,planterad,med,60%,merlot,20%,cabernet,franc,och,20%,cabernet,sauvignon","Nyanserad.smak.rostad.fatkaraktär.inslag.svarta.vinbär.plommon.mörk.choklad.ceder.kaffe ","Nyanserad.doft.rostad.fatkaraktär.inslag.svarta.vinbär.plommon.tobak.choklad.nötter",99
"2104",357001,27657,3570,"Château de Seguin","Cuvée Prestige",129,NA,750,172,"2001-09-03",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Bordeaux, Bordeaux Supérieur","Frankrike","","Chris-Wine AB",2012,2012,"13.5%","FS",0,0,"60% merlot, 37% cabernet sauvignon och 3% petit verdot.","9 ","8 ","9 ","60%,merlot,37%,cabernet,sauvignon,och,petit,verdot","Fruktig.smak.rostad.fatkaraktär.inslag.plommon.svarta.vinbär.ceder.tobak ","Fruktig.doft.rostad.fatkaraktär.inslag.svarta.vinbär.plommon.ceder.örter.kaffe",99
"2124",381401,335819,3814,"Les Hauts de Granget","",165,NA,750,220,"2008-10-01",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Bordeaux, Saint-Emilion, Saint-Emilion Grand Cru","Frankrike","Union de Producteurs de Saint-Émilion","janake wine group AB",2010,2010,"14%","FS",0,0,"83% merlot, 11% cabernet franc och 6% cabernet sauvignon.","9 ","9 ","9 ","83%,merlot,11%,cabernet,franc,och,cabernet,sauvignon","Nyanserad.stram.smak.karaktär.rostade.ekfat.inslag.svarta.vinbär.ceder.korinter.örter.kaffe.kakao ","Nyanserad.doft.karaktär.rostade.ekfat.inslag.korinter.svarta.vinbärtobak.kaffe.mörk.choklad",99
"2125",381406,850071,3814,"Les Hauts de Granget","Saint-Emilion Grand Cru",330,NA,1500,220,"2014-05-02",NA,"Rott vin","Magnum","","Bordeaux, Saint-Emilion, Saint-Emilion Grand Cru","Frankrike","Union de Producteurs de Saint-Émilion","janake wine group AB",2009,NA,"14%","BS",0,0,"","9 ","9 ","9 ","83%,merlot,11%,cabernet,franc,och,cabernet,sauvignon","Nyanserad.stram.smak.karaktär.rostade.ekfat.inslag.svarta.vinbär.ceder.korinter.örter.kaffe.kakao ","Nyanserad.doft.karaktär.rostade.ekfat.inslag.korinter.svarta.vinbärtobak.kaffe.mörk.choklad",99
"2130",384301,758158,3843,"Château Mancèdre","",149,NA,750,198.67,"2013-09-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Bordeaux, Graves, Pessac-Léognan","Frankrike","","Stockholm Wine Importers AB",2010,NA,"13%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"2136",392501,241603,3925,"Château Belgrave","",395,NA,750,526.67,"2007-04-02",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Bordeaux, Haut-Médoc","Frankrike","","Vinunic AB",2010,2010,"14%","FS",0,0,"58% cabernet sauvignon, 40% merlot och 2% petit verdot.","9 ","9 ","9 ","58%,cabernet,sauvignon,40%,merlot,och,petit,verdot","Nyanserad.fruktig.smak.fatkaraktär.inslag.svarta.vinbär.plommon.mörk.choklad.lakrits.ceder ","Nyanserad.doft.fatkaraktär.inslag.svarta.vinbär.plommon.ceder.lakrits.mörk.choklad",99
"2137",393001,854008,3930,"Santa Lucia Curtefranca","Rosso",99,NA,750,132,"2014-09-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Lombardiet, Franciacorta, Curtefranca","Italien","Azienda Agricola Santa Lucia","People Wine AB",2012,2012,"12.5%","FSN",0,0,"50% cabernet sauvignon och 50% merlot.","8 ","8 ","10","50%,cabernet,sauvignon,och,50%,merlot","Nyanserad.utvecklad.smak.fatkaraktär.inslag.svarta.vinbär.plommon.korinter.ceder ","Nyanserad.kryddig.utvecklad.doft.fatkaraktär.inslag.svarta.vinbär.stall.korinter.tobak",99
"2138",395801,15310,3958,"Château de Seguin","",99,NA,750,132,"1998-09-07",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Bordeaux, Bordeaux Supérieur","Frankrike","","Chris-Wine AB",2012,2012,"13%","FS",0,0,"65% merlot och 35% cabernet sauvignon.","8 ","8 ","9 ","65%,merlot,och,35%,cabernet,sauvignon","Fruktig.smak.inslag.fatkaraktär.svarta.vinbär.slånbär.ceder.örter ","Fruktig.doft.inslag.fatkaraktär.svarta.vinbär.plommon.ceder.örter",99
"2139",395806,21775,3958,"Château de Seguin","",199,NA,1500,132.67,"2000-01-03",NA,"Rott vin, Fruktigt & Smakrikt","Magnum","Naturkork","Bordeaux, Bordeaux Supérieur","Frankrike","","Chris-Wine AB",2012,2012,"13%","FS",0,0,"65% merlot och 35% cabernet sauvignon.","8 ","8 ","9 ","65%,merlot,och,35%,cabernet,sauvignon","Fruktig.smak.inslag.fatkaraktär.svarta.vinbär.slånbär.ceder.örter ","Fruktig.doft.inslag.fatkaraktär.svarta.vinbär.plommon.ceder.örter",99
"2141",399101,693351,3991,"Ronan de Clinet","",122,NA,750,162.67,"2012-09-26",NA,"Rott vin","Flaska","Naturkork","Bordeaux","Frankrike","Château Clinet","Magnum Wine AB",2010,NA,"14%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"2142",399201,367861,3992,"Château Reysson","",179,NA,750,238.67,"2009-10-01",NA,"Rott vin","Flaska","Naturkork","Bordeaux, Haut-Médoc","Frankrike","","Vinunic AB",NA,NA,"14.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"2143",399401,394722,3994,"Château Haut-Canteloup","",100,NA,750,133.33,"2009-10-01",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Bordeaux, Premières Côtes de Blaye","Frankrike","","TOMP Beer Wine & Spirits AB",2011,2011,"13%","FS",0,0,"75% merlot, 20% cabernet sauvignon och 5% cabernet franc.","8 ","8 ","9 ","75%,merlot,20%,cabernet,sauvignon,och,cabernet,franc","Nyanserad.smak.rostad.fatkaraktär.inslag.svarta.vinbär.plommon.örter.ceder ","Nyanserad.doft.rostad.fatkaraktär.inslag.svarta.vinbär.plommon.örter.choklad.ceder",99
"2144",399501,853992,3995,"Falerno di Massico","Rosso",99,NA,750,132,"2014-09-01",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Kampanien, Falerno del Massico","Italien","Azienda Agricola di Brini Maria Felicia","Vinunic AB",2011,2011,"14%","FSN",0,0,"80% aglianico och 20% piedrosso.","10","10","10","80%,aglianico,och,20%,piedrosso","Fruktig.kryddig.smak.fatkaraktär.inslag.katrinplommon.lavendel.mörka.körsbär.tobak.kakao.kanel ","Fruktig.kryddig.doft.fatkaraktär.inslag.katrinplommon.lavendel.mörka.körsbär.tobak.kanel",99
"2237",4230201,26473,42302,"Brunello di Montalcino","Val di Suga",254,NA,750,338.67,"2000-11-06",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Toscana, Brunello di Montalcino","Italien","Tenimenti Angelini","Oenoforos AB",2009,2009,"15%","FS",0,0,"Brunello (sangiovese).","9 ","10","10","Brunello,(sangiovese)","Nyanserad.något.utvecklad.kryddig.smak.fatkaraktär.inslag.torkade.körsbär.kanel.nypon ","Nyanserad.något.utvecklad.kryddig.doft.fatkaraktär.inslag.torkade.körsbär.kanel.nypon.timjan",99
"2238",4233401,32715,42334,"La Grola","",159,NA,750,212,"2002-02-04",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Venetien, Veronese","Italien","Allegrini","The WineAgency Sweden AB",2011,2011,"13.5%","FS",0,0,"80% corvina, 10% oseleta och 10% syrah.","9 ","9 ","9 ","80%,corvina,10%,oseleta,och,10%,syrah","Nyanserad.fruktig.smak.fatkaraktär.inslag.svarta.vinbär.mörka.körsbär.örter.kaffe ","Nyanserad.fruktig.doft.fatkaraktär.inslag.svarta.vinbär.mörka.körsbär.salvia.lakrits",99
