nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Slutlev,Varugrupp,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,Ekologisk,Koscher,RavarorBeskrivning,fyllighet,stravhet,fruktsyra,smak,doft
659708,572680,6597,Gnarly Head,Old Vine Zin,263.00,,3000.00,87.67,2011-04-04,,Rött vin,Box,Tryckknapp topp,Kalifornien,USA,Gnarly Head Cellars,Enjoy Wine & Spirits AB,2014,,14.50%,FS,0,0,86% zinfandel och 14% petite sirah.,7,7,9,Generost fruktig.fat.blabar.bjornbar.mynta.vanilj
670501,585214,6705,Concannon,Conservancy Cabernet Sauvignon,110.00,,750.00,146.67,2011-10-01,,Rött vin,Flaska,Naturkork,Kalifornien,USA,Concannon Vineyard,Winepartners Nordic AB,2013,,13.50%,FS,0,0,Cabernet sauvignon.,9,8,9,Mycket fruktig.fatkaraktar..svarta vinbar.morka korsbar.choklad.peppar.vanilj
671101,585914,6711,Spring Village,Merlot,70.00,1.00,750.00,93.33,2011-10-01,,Rött vin,PET-flaska,Skruvkapsyl,Kalifornien,USA,Spendrups,Spendrups Bryggeri AB,2014,,13.00%,FS,0,0,Merlot.,6,5,9,Ungdomlig.fruktig.fat.skogsbar.vanilj.choklad
628201,586603,6282,Taurasi,,155.00,,750.00,206.67,2011-10-01,,Rött vin,Flaska,Naturkork,Kampanien,Italien,Feudi di San Gregorio,Spendrups Bryggeri AB,2011,,14.50%,FS,0,0,Aglianico.,10,9,10,Nyanserad.kryddig.fatkaraktar..morka korsbar.ceder.plommon.tobak.kaffe.svarta oliver
7040101,593915,70401,Araldica Barolo,Flori,190.00,,750.00,253.33,2011-08-01,,Rött vin,Flaska,Naturkork,Piemonte,Italien,Araldica Vini Piemontesi,Nigab,2012,,14.00%,FS,0,0,Nebbiolo.,8,10,10,Kryddig.nyanserad.fat.korsbar.kanel.bergamott.torkade nypon.lagerblad
694201,6284,6942,Rawson's Retreat,Shiraz Cabernet,80.00,,750.00,106.67,1994-12-05,,Rött vin,Flaska,Skruvkapsyl,South Eastern Australia,Australien,Rawson's Retreat,Treasury Wine Estates Sweden AB,2015,,13.50%,FS,0,0,50% shiraz  40% cabernet sauvignon och 10% ruby cabernet.,8,7,9,Mycket fruktig.fat.svarta vinbar.mynta.morka korsbar.vanilj
634608,629924,6346,Castelforte,Appassimento,213.00,,3000.00,71.00,2011-12-12,,Rött vin,Box,Vingtapp,Venetien,Italien,Cantine Riondo,Winepartners Nordic AB,2015,,14.00%,FS,0,0,60% merlot  20% cabernet sauvignon och 20% corvina.,8,8,10,Kryddig.fat.torkade korsbar.kanel.russin.mjolkchoklad.vanilj
699801,6347,6998,Masi,Valpolicella Bonacosta,100.00,,750.00,133.33,1994-12-19,,Rött vin,Flaska,Naturkork,Venetien,Italien,Masi,Vinunic AB,2015,,12.00%,FS,0,0,Corvina  rondinella och molinara.,6,6,9,Barig.skogshallon.korsbar.lakrits.orter
655001,643975,6550,The Ultimate Zin,Zinfandel,80.00,,750.00,106.67,2012-02-02,,Rött vin,Flaska,Skruvkapsyl,Kalifornien,USA,House of Big Wines,The Wine Team Global AB,2014,,14.00%,FS,0,0,Zinfandel.,7,5,9,Generost fruktig.liten sotma..fat.blabarssylt.viol.mynta.vanilj.mjolkchoklad
7494401,647613,74944,Grand Sud,Merlot,71.00,1.00,1000.00,71.00,2012-03-01,,Rött vin,PET-flaska,Skruvkapsyl,Languedoc-Roussillon,Frankrike,Les Grands Chais de France,Fondberg,2015,,13.00%,FS,0,0,Merlot.,6,5,8,Mycket fruktig.bjornbar.blabar.lakrits
7404801,656950,74048,Domaine Santa Duc,Gigondas,220.00,,750.00,293.33,2012-04-02,,Rött vin,Flaska,Naturkork,Rhonedalen,Frankrike,Domaine Santa Duc,Johan Lidby Vinhandel AB,2013,,14.50%,FS,1,0,Grenache  mourvèdre  syrah och cinsault.,10,10,10,Kryddig.nyanserad.fat.hallon.peppar.bjornbar.enbar.blabar.lavendel
680401,659153,6804,Morberg Collection,Cabernet Sauvignon,99.00,,750.00,132.00,2012-04-03,,Rött vin,Flaska,Skruvkapsyl,Valle Central,Chile,Viñedos Puertas,Supreme Wine & Spirit AB,2015,,13.50%,FS,0,0,Cabernet sauvignon.,7,6,9,Fruktig.fatkaraktar..svarta vinbar.blabar.peppar.vanilj
239201,659175,2392,Piccini,Memoro,90.00,,750.00,120.00,2012-05-07,,Rött vin,Flaska,Skruvkapsyl,,Italien,Gestioni Piccini,Enjoy Wine & Spirits AB,,,14.00%,FS,0,0,,8,8,9,Fruktig.rostad fatkaraktar..kaffe.choklad.korinter.plommon.vanilj.kokos
671201,670748,6712,Viña Pomal,Reserva,130.00,,750.00,173.33,2012-10-01,,Rött vin,Flaska,Naturkork,Rioja,Spanien,Bodegas Bilbaìnas,Rewine AB,2011,,13.50%,FS,0,0,Tempranillo.,7,7,9,Nyanserad.aningen utvecklad.kryddig.fatkaraktar..torkade korsbar.orter.vanilj
671401,671577,6714,Boom Boom!,Syrah,140.00,,750.00,186.67,2012-06-04,,Rött vin,Flaska,Skruvkapsyl,Washington State,USA,Charles Smith Wines,Bibendum,2014,,13.50%,FS,0,0,Syrah.,8,8,9,Mycket fruktig.fatkaraktar..bjornbar.viol.blabar.lagerblad.vanilj.lakrits
7314201,673234,73142,Gérard Bertrand Château L'Hospitalet,La Réserve Rouge,160.00,,750.00,213.33,2012-06-01,,Rött vin,Flaska,Naturkork,Languedoc-Roussillon,Frankrike,Gérard Bertrand,Ward Wines AB,2014,,13.50%,FS,0,0,Syrah  mourvèdre och grenache.,9,9,9,Nyanserad.fruktig.rostad fatkaraktar..svarta vinbar.morka korsbar.peppar.svarta oliver
7475601,676595,74756,Amicone,,97.00,,750.00,129.33,2012-07-02,,Rött vin,Flaska,Naturkork,Venetien,Italien,Cantine di Ora,Apricot AB,2013,,14.50%,FS,0,0,Corvina  rondinella och molinara.,10,8,9,Fruktig.fat.morka korsbar.choklad.katrinplommon.peppar.salvia
657208,685593,6572,Casillero del Diablo,Carmenère Cabernet Sauvignon,233.00,,3000.00,77.67,2012-10-01,,Rött vin,Box,Vingtapp,,Chile,Concha y Toro,VCT Sweden AB,2015,,13.50%,FS,0,0,Carmenère och cabernet sauvignon.,8,8,9,Fruktig.fat.svarta vinbar.blabar.orter.vanilj
7291508,688241,72915,Campos de Luz,Garnacha,173.00,,3000.00,57.67,2012-09-01,,Rött vin,Box,Vingtapp,,Spanien,Bodegas Esteban Martin,Sigva AB,2014,,13.50%,FS,0,0,Garnacha.,4,4,10,Barig.korsbar.skogshallon.lingon.lakrits
7237101,688638,72371,Châteauneuf du Pape,Louis Bernard,200.00,,750.00,266.67,2012-09-01,,Rött vin,Flaska,Naturkork,Rhonedalen,Frankrike,Louis Bernard,Arvid Nordquist Vin och Sprithandel,2014,,13.50%,FS,0,0,Grenache  syrah och mourvèdre  samt övriga druvsorter.,9,8,9,Kryddig.fruktig.fat.plommon.jordgubbar.peppar.lakrits.lagerblad.kanel
7531601,699467,75316,Heitz,Cabernet Sauvignon,500.00,,750.00,666.67,2012-10-01,,Rött vin,Flaska,Naturkork,Kalifornien,USA,Heitz Wine Cellars,Hjo Grosshandel AB,2012,,14.50%,FS,0,0,Cabernet sauvignon.,9,9,9,Komplex.fruktig.fatkaraktar..svarta vinbar.plommon.mynta.korsbar.peppar.choklad.tobak
7357401,700030,73574,Amarone della Valpolicella,Brigaldara,301.00,,750.00,401.33,2012-10-01,,Rött vin,Flaska,Naturkork,Venetien,Italien,Brigaldara,Winemarket Nordic AB,2012,,16.00%,FS,0,0,Corvina  rondinella och molinara.,10,10,10,Kryddig.utvecklad.fat.torkade korsbar.muskot.romrussin.choklad
653701,707159,6537,Montlaiz,Cabernet Sauvignon Syrah,71.00,,1000.00,71.00,2013-03-01,,Rött vin,Papp,Skruvkapsyl,Cuyo,Argentina,Montlaiz,Kiviks Musteri AB,2015,,14.00%,FS,1,0,Cabernet sauvignon och syrah.,6,6,9,Fruktig.ungdomlig.morka bar.lakrits.gras
7901301,716774,79013,Brunello di Montalcino,Barbi,280.00,,750.00,373.33,2012-12-01,,Rött vin,Flaska,Naturkork,Toscana,Italien,Fattoria dei Barbi,Domaine Wines Sweden AB,2010,,14.50%,FS,0,0,Brunello (sangiovese).,9,9,10,Mogen.nyanserad.fatkaraktar..korsbar.torkade fikon.notter.lagerblad.pomerans.kanel
712601,7209,7126,Bianchi Montepulciano d'Abruzzo,Umani Ronchi,70.00,,750.00,93.33,1995-02-06,,Rött vin,Flaska,Skruvkapsyl,Abruzzerna,Italien,Umani Ronchi,Enjoy Wine & Spirits AB,2015,,13.00%,FS,1,0,90% montepulciano och 10% cabernet sauvignon.,5,5,9,Barig.ungdomlig.skogsbar.orter.lakrits
745101,7216,7451,Roodeberg,,90.00,,750.00,120.00,1995-02-06,,Rött vin,Flaska,Skruvkapsyl,Western Cape,Sydafrika,KWV,Arvid Nordquist Vin och Sprithandel,2015,,14.00%,FS,0,0,Cabernet sauvignon  merlot och shiraz.,8,6,9,Fruktig.fat.bjornbar.hallon.lakrits
7912101,726261,79121,Châteauneuf-du-Pape,Les Cailloux,300.00,,750.00,400.00,2013-01-02,,Rött vin,Flaska,Naturkork,Rhonedalen,Frankrike,Lucien et André Brunel,BraVin Sverige AB,2014,,15.00%,FS,0,0,65% grenache  20% mourvèdre och 15% syrah.,8,8,9,Nyanserad.kryddig.fatkaraktar.skogshallon.jordgubbar.kanel.peppar.lakrits
7377601,729559,73776,Buena Vista,Sonoma Zinfandel,140.00,,750.00,186.67,2013-02-01,,Rött vin,Flaska,Naturkork,Kalifornien,USA,Buena Vista Winery,Giertz Vinimport AB,2013,,15.00%,FS,0,0,Zinfandel.,8,6,9,Mycket fruktig.fatkaraktar..drottningsylt.choklad.vanilj.orter
7434402,732131,74344,Vosne-Romanée Premier Cru Les Beaux-Monts,Daniel Rion & Fils,343.00,,375.00,914.67,2013-02-01,,Rött vin,Flaska,Naturkork,Bourgogne,Frankrike,Daniel Rion & Fils,ClosProbus KB,2013,,13.50%,FS,0,0,Pinot noir.,6,6,9,Komplex.kryddig.fatkaraktar..jordgubbar.kummin.sandeltra.korsbar.choklad.orter
7166301,732377,71663,Ville di Antanè,Valpolicella Ripasso Superiore,100.00,,750.00,133.33,2013-02-01,,Rött vin,Flaska,Naturkork,Venetien,Italien,Le Ville di Antanè,WineWorld AB,2014,,14.00%,FS,0,0,,9,9,10,Kryddig.nyanserad.fat.morka korsbar.tobak.fikon.kanel.choklad
746201,7325,7462,La Rioja Alta,Gran Reserva 904,300.00,,750.00,400.00,1995-03-06,,Rött vin,Flaska,Naturkork,Rioja,Spanien,La Rioja Alta,Winepartners Nordic AB,2005,,13.50%,FS,0,0,85% tempranillo samt 15% mazuelo (carignan) och graciano.,9,9,9,Komplex.utvecklad.fatkaraktar..plommon.korinter.tobak.choklad.svarta vinbar.ceder.notter
7272201,732746,72722,Laccento,,240.00,,750.00,320.00,2013-02-01,,Rött vin,Flaska,Naturkork,Piemonte,Italien,Società Agricola Montalbera,Wine Group Sweden AB,2014,,14.00%,FS,0,0,Ruché.,5,5,10,Fruktig.korsbar.jordgubbar.muskot.tranbar.salvia
7457001,733087,74570,Gnarly Head,Petite Sirah,100.00,,750.00,133.33,2013-02-01,,Rött vin,Flaska,Skruvkapsyl,Kalifornien,USA,Gnarly Head Cellars,Enjoy Wine & Spirits AB,2013,,14.50%,FS,0,0,Petite sirah.,8,6,8,Mycket fruktig.fat.bjornbarskompott.mynta.choklad.vanilj
746301,7331,7463,Chateau Musar,,300.00,,750.00,400.00,1995-10-16,,Rött vin,Flaska,Naturkork,Bekaa,Libanon,Gaston Hochar,Arvid Nordquist Vin och Sprithandel,2009,,14.00%,FS,0,0,Cabernet sauvignon  cinsault och carignan.,8,8,9,Utvecklad.kryddig.fatkaraktar..torkade tranbar.muskot.russin.tobak.nougat.ceder
7922008,740007,79220,Cigarra,Reserva Shiraz Touriga Nacional,223.00,,3000.00,74.33,2013-03-01,,Rött vin,Box,Vingtapp,Lisboa,Portugal,Casa Santos Lima,Giertz Vinimport AB,2015,,13.50%,FS,0,0,Shiraz och touriga nacional.,7,7,9,Fruktig.fat.morka korsbar.nougat.kryddor.vanilj
7923401,740251,79234,Brunello di Montalcino,Casanova di Neri,400.00,,750.00,533.33,2013-03-01,,Rött vin,Flaska,Naturkork,Toscana,Italien,Casanova di Neri,Johan Lidby Vinhandel AB,2011,,14.50%,FS,0,0,Brunello.,10,10,10,Nyanserad.kryddig.fatkaratar..morka korsbar.ceder.mjolkchoklad.kanel.tobak
7518401,740676,75184,Villa Righetti,Amarone,206.00,,750.00,274.67,2013-03-01,,Rött vin,Flaska,Naturkork,Venetien,Italien,Luigi Righetti,janake wine group AB,2012,,15.00%,FS,0,0,,10,10,10,Kryddig.nyanserad.fat.morka korsbar.kakao.romrussin.kaffe.kardemumma
7630801,740764,76308,Villa Righetti,Ripasso,120.00,,750.00,160.00,2013-03-01,,Rött vin,Flaska,Naturkork,Venetien,Italien,Luigi Righetti,janake wine group AB,2014,,14.00%,FS,0,0,,8,8,10,Kryddig.utveckladfatkaraktar..torkade korsbar.tobak.chokladpraliner.kanel.pinjenotter
7465901,743464,74659,The Wanted Zin,Zinfandel Old Vines,90.00,,750.00,120.00,2013-04-02,,Rött vin,Flaska,Skruvkapsyl,Apulien,Italien,Orion Wines,WineWorld AB,2015,,14.50%,FS,0,0,Zinfandel.,9,7,9,Mycket fruktig.fatkaraktar..bjornbar.morka korsbar.choklad.vanilj
657301,758186,6573,Caravan,Durif,90.00,,750.00,120.00,2013-09-02,,Rött vin,Flaska,Skruvkapsyl,South Eastern Australia,Australien,Quarisa Wines,Vinia Sweden AB,2014,,14.50%,FS,0,0,Durif (petit sirah).,9,8,9,Fruktig.fatkaraktar..bjornbar.choklad.svarta vinbar.mynta.kryddnejlika.kanel
642001,758376,6420,Apothic Red,Winemaker's Blend,90.00,,750.00,120.00,2013-09-02,,Rött vin,Flaska,Plastkork/syntetkork,Kalifornien,USA,Apothic Wines,Spendrups Bryggeri AB,2014,,13.50%,FS,0,0,Zinfandel  merlot  syrah och cabernet sauvignon.,8,6,9,Generost fruktig.fatkaraktar.viss sotma..morka bar.vanilj.mjolkchoklad
7085601,761502,70856,Casa Vinironia,Amarone Della Valpolicella Classico,190.00,,750.00,253.33,2013-06-01,,Rött vin,Flaska,Naturkork,Venetien,Italien,Casa Vinironia,Giertz Vinimport AB,2012,,15.00%,FS,0,0,,10,9,9,Kryddig.nyanserad.fat.torkade korsbar.russin.choklad.peppar.orter
7192601,762157,71926,Chateau Montelena,Cabernet Sauvignon,380.00,,750.00,506.67,2013-06-01,,Rött vin,Flaska,Naturkork,Kalifornien,USA,Chateau Montelena Winery,Terrific Wines AB,2013,,14.00%,FS,0,0,Cabernet sauvignon.,9,9,9,Nyanserad.mycket fruktig.fatkaraktar..svarta vinbar.kakao.plommon.mynta.vanilj
7963501,766211,79635,Ernst Kirchsteigers,Utvalda Från Toscana,100.00,,750.00,133.33,2013-07-01,,Rött vin,Flaska,Naturkork,Toscana,Italien,Domaine Wines,Domaine Wines Sweden AB,2015,,13.00%,FS,1,0,Sangiovese och merlot.,7,7,9,Fruktig.fatkaraktar..morka korsbar.plommon.smorkola.vanilj
7032501,770102,70325,Poliziano,Rosso di Montepulciano,130.00,,750.00,173.33,2013-07-01,,Rött vin,Flaska,Naturkork,Toscana,Italien,Poliziano,Johan Lidby Vinhandel AB,2014,,13.00%,FS,0,0,,7,7,10,Kryddig.fatkaraktar..korsbar.kanel.lingon.orter.pinjenotter
7061901,770181,70619,Castiglion del Bosco,Brunello di Montalcino,220.00,,750.00,293.33,2013-07-01,,Rött vin,Flaska,Naturkork,Toscana,Italien,Castiglion del Bosco,WineWorld AB,2011,,14.50%,FS,0,0,Brunello (sangiovese).,9,9,9,Nyanserad.kryddig.mogen.fatkaraktar..torkade korsbar.nypon.ceder.kakao.tobak
7968701,770678,79687,Mas Janeil,Le Petit Pas,96.00,,750.00,128.00,2013-07-01,,Rött vin,Flaska,Naturkork,Languedoc-Roussillon,Frankrike,François Lurton,The WineAgency Sweden AB,2015,,14.00%,FS,0,0,50% syrah  20% grenache  20% carignan och 10% mourvèdre.,7,7,9,Kryddig.fat.bjornbar.svarta vinbar.choklad.viol.vanilj
7450301,774796,74503,Château de Saint Cosme,Côtes-du-Rhône,110.00,,750.00,146.67,2013-08-01,,Rött vin,Flaska,Skruvkapsyl,Rhonedalen,Frankrike,Château de Saint Cosme,Domaine Wines Sweden AB,2015,,14.00%,FS,0,0,Syrah.,9,9,9,Kryddig.nyanserad.fat.bjornbar.lagerblad.hallon.kryddpeppar.kanel.lakrits
7998101,782781,79981,Tavernello Collezione,Sangiovese,60.00,,750.00,80.00,2013-09-02,,Rött vin,Flaska,Skruvkapsyl,Emilia-Romagna,Italien,Caviro,Prime Wine Sweden AB,2015,,13.00%,FS,1,0,Sangiovese.,6,5,9,Barig.blabar.skogshallon.orter.lakrits
242801,786122,2428,The Big Zin,Zinfandel Old Vines,80.00,,750.00,106.67,2013-09-02,,Rött vin,Flaska,Skruvkapsyl,Apulien,Italien,ViniMundi,The Wine Team Global AB,2015,,13.50%,FS,1,0,Zinfandel.,7,6,8,Generost fruktig.sotma..fat.bjornbarssylt.mynta.vanilj
7330801,786139,73308,P.Lex,Reserva,100.00,,750.00,133.33,2013-09-02,,Rött vin,Flaska,Naturkork,Alentejo,Portugal,Icon Wines,The Wine Team Global AB,2014,,13.50%,FS,0,0,,8,8,9,Kryddig.rostad fatkaraktar..morka korsbar.kaffe.lavendel.slanbar.choklad
7322408,786470,73224,Zafrica,Game Reserve,173.00,,3000.00,57.67,2013-09-02,,Rött vin,Box,Vingtapp,Western Cape,Sydafrika,ViniMundi,The Wine Team Global AB,2015,,13.00%,FS,0,0,,6,5,8,Barig.rokig.fat.blabarssylt.lakrits.rosmarin
7050301,788116,70503,Châteauneuf-du-Pape,E.Guigal,330.00,,750.00,440.00,2013-10-01,,Rött vin,Flaska,Naturkork,Rhonedalen,Frankrike,E Guigal,Vinunic AB,2011,,14.50%,FS,0,0,80% grenache  10% syrah  5% mourvèdre samt 5% övriga druvsorter.,9,9,9,Utvecklad.kryddig.fat.torkad frukt.tobak.jordgubbar.plommon.peppar.lakrits
7907501,793370,79075,Montico,The Italian Zinfandel,80.00,,750.00,106.67,2013-10-01,,Rött vin,Flaska,Skruvkapsyl,Apulien,Italien,PrimeWine Sweden AB,Prime Wine Sweden AB,2015,,13.00%,FS,0,0,Zinfandel.,7,6,9,Mycket fruktig.fat.korsbar.plommon.sotlakrits.vanilj Serveras
7004601,793567,70046,Maria Montazami,Wine Collection Zinfandel,100.00,,750.00,133.33,2013-10-01,,Rött vin,Flaska,Skruvkapsyl,Kalifornien,USA,Fondberg,Fondberg,2014,,13.50%,FS,0,0,Zinfandel.,5,5,8,Barig.fat.jordgubbsmarmelad.hallon.choklad.orter
7541601,793798,75416,Barone Montalto,Nero d'Avola Passivento,90.00,,750.00,120.00,2013-10-01,,Rött vin,Flaska,Skruvkapsyl,Sicilien,Italien,Barone Montalto,Rewine AB,2015,,14.00%,FS,0,0,Nero d'avola.,8,6,8,Mycket fruktig.sotma..fat.blabarssylt.sotlakrits.peppar.vanilj
7465908,794061,74659,The Wanted Zin,Zinfandel Old Vines,253.00,,3000.00,84.33,2013-10-01,,Rött vin,Box,Vingtapp,Apulien,Italien,Orion Wines,WineWorld AB,2015,,14.50%,FS,0,0,Zinfandel.,9,7,9,Mycket fruktig.fatkaraktar..bjornbar.morka korsbar.choklad.vanilj
7434501,797790,74345,Antiche Terre Venete,Valpolicella Ripasso,100.00,,750.00,133.33,2013-11-01,,Rött vin,Flaska,Naturkork,Venetien,Italien,Antiche Terre Venete,WineWorld AB,2014,,13.50%,FS,0,0,,8,8,10,Kryddig.nagot utvecklad.fat.torkade korsbar.muskot.pinjenotter
7461801,797982,74618,Masi Costasera,Amarone Classico Old Vintage,796.00,,750.00,1061.33,2013-11-01,,Rött vin,Flaska,Naturkork,Venetien,Italien,Masi,Vinunic AB,1999,,15.00%,FS,0,0,,10,9,9,Mogen.komplex.fat.katrinplommon.torkade korsbar.rosmarin.mork choklad.ceder.tobak
7087001,799017,70870,Plura Svarta Tuppen,Crianza,100.00,,750.00,133.33,2013-11-01,,Rött vin,Flaska,Naturkork,Rioja,Spanien,Bodegas Brillante,Bevco AB,2012,,13.00%,FS,0,0,Tempranillo.,7,8,9,Kryddig.fatkaraktar..morka korsbar.lakrits.kakao.vanilj.muskot.orter
7636701,800018,76367,Ricossa,Barolo,170.00,,750.00,226.67,2013-11-01,,Rött vin,Flaska,Naturkork,Piemonte,Italien,MGM Mondo del Vino,Mondo Wine Sweden AB,2012,,14.00%,FS,0,0,Nebbiolo.,10,10,10,Kryddig.fatkaraktar..korsbar.lavendel.salvia.tranbar.kanel
7639601,801049,76396,Tina Montepulciano d'Abruzzo,,80.00,,750.00,106.67,2013-11-01,,Rött vin,Flaska,Naturkork,Abruzzerna,Italien,Botter,Giertz Vinimport AB,2015,,13.50%,FS,1,0,,8,7,9,Fruktig.fatkaraktar..morka korsbar.vanilj.russin.salvia.mjolkchoklad
756401,8015,7564,Gato Negro,Cabernet Sauvignon,60.00,,750.00,80.00,1995-06-06,,Rött vin,Flaska,Skruvkapsyl,Valle Central,Chile,Viña San Pedro,Pernod Ricard Sweden AB,2016,,13.50%,FS,0,0,Cabernet sauvignon,6,6,9,Mycket fruktig.ungdomlig.svarta vinbar.bjornbar.orter
756404,8016,7564,Gato Negro,Cabernet Sauvignon,30.00,,250.00,120.00,1995-06-06,,Rött vin,Flaska,Skruvkapsyl,Valle Central,Chile,Viña San Pedro,Pernod Ricard Sweden AB,2016,,13.00%,FS,0,0,Cabernet sauvignon,6,6,9,Mycket fruktig.ungdomlig.svarta vinbar.bjornbar.orter
629808,806514,6298,Adobe,Cabernet Sauvignon Syrah Carmenere,213.00,,3000.00,71.00,2014-03-01,,Rött vin,Box,Vingtapp,Valle Central,Chile,Viñedos Emiliana,VCT Sweden AB,2015,,13.00%,FS,1,0,50% cabernet sauvignon  35% syrah och 15% carmenère.,7,7,9,Generost fruktig.fat.svarta vinbar.viol.blabar.lakrits.orter
638001,807231,6380,Buena Vista,Carneros Pinot Noir,190.00,,750.00,253.33,2014-03-01,,Rött vin,Flaska,Naturkork,Kalifornien,USA,Buena Vista Winery,Giertz Vinimport AB,2013,,14.50%,FS,0,0,Pinot noir.,7,6,10,Nyanserad.kryddig.rostad fatkaraktar..mogna jordgubbar.korsbar.ingefara.kaffe.vanilj
7077401,807728,70774,Soprasasso,Appassite,70.00,,750.00,93.33,2013-12-02,,Rött vin,Flaska,Naturkork,Venetien,Italien,MGM Mondo del Vino,Galatea AB,2014,,13.50%,FS,0,0,,9,8,9,Kryddig.fat.morka korsbar.timjan.lakrits.kanel
7668008,809854,76680,Ruby Zin,,253.00,,3000.00,84.33,2013-12-02,,Rött vin,Box,Vingtapp,,USA,Arcus Wine Brands,Vinunic AB,,,13.00%,FS,0,0,Ruby cabernet och zinfandel.,7,3,8,Barig.blabar.hallon.orter.vanilj
7138801,818024,71388,Antiche Terre Venete,Solo Passione A's Passo,70.00,,750.00,93.33,2014-01-02,,Rött vin,Flaska,Naturkork,,Italien,Antiche Terre Venete,WineWorld AB,2014,,13.50%,FS,0,0,Corvina  rondinella och cabernet sauvignon.,7,7,9,Kryddig.fat.korsbar.kanel.tobak.pomerans.lakrits
7272001,819196,72720,Z1N Il Numero Uno Zinfandel,Riserva di Famiglia,110.00,,750.00,146.67,2014-01-02,,Rött vin,Flaska,Naturkork,Apulien,Italien,Femar Vini,Domaine Wines Sweden AB,2014,,14.50%,FS,0,0,Zinfandel.,9,7,8,Generost fruktig.viss sotma.fatkaraktar..morka bar.romrussin.choklad.vanilj
7252601,819205,72526,Governo,Rosso Toscano,100.00,,750.00,133.33,2014-01-02,,Rött vin,Flaska,Naturkork,Toscana,Italien,Domaine Wines,Domaine Wines Sweden AB,2015,,14.00%,FS,0,0,,9,7,9,Generost fruktig.fatkaraktar..morka korsbar.bjornbar.choklad.vanilj
7284308,819332,72843,i Castei,Appassimento,233.00,,3000.00,77.67,2014-01-02,,Rött vin,Box,Vingtapp,,Italien,Cantinetta Vini,Chris-Wine AB,2015,,14.50%,FS,0,0,51% negroamaro  34% primitivo och 15% corvina.,6,6,9,Fruktig.fat.korsbar.sotlakrits.orter.hallon
7677701,819341,76777,Ti Amo,Primitivo di Puglia,100.00,,750.00,133.33,2014-01-02,,Rött vin,Flaska,Plastkork/syntetkork,Apulien,Italien,Etike International Srl,Brandpartners AB,2015,,13.50%,FS,0,0,Primitivo.,7,6,8,Fruktig.fat.morka bar.muskot.lakrits
683201,829742,6832,Vinha da Urze,Reserva,100.00,,750.00,133.33,2014-06-02,,Rött vin,Flaska,Naturkork,Douro,Portugal,CARM - Casa Agricola Roboredo Madeira SA,Stellan Kramer AB,2013,,14.00%,FS,1,0,45% touriga nacional  35% touriga franca och 20% tinta roriz.,8,8,9,Mycket fruktig.fatkaraktar..morka korsbar.vanilj.bjornbar.svarta oliver.kakao
7529201,832353,75292,Tommasi Surani Atlas,Organic,100.00,,750.00,133.33,2014-03-01,,Rött vin,Flaska,Skruvkapsyl,Apulien,Italien,Tommasi Viticoltori,Hermansson & Co AB,2013,,13.00%,FS,1,0,Primitivo  negroamaro och cabernet sauvignon.,7,7,9,Mycket fruktig.fat.korsbar.svarta vinbar.jordgubbar.orter
634601,832499,6346,Castelforte,Parziale Appassimento,90.00,,750.00,120.00,2014-03-01,,Rött vin,Flaska,Naturkork,Venetien,Italien,Cantine Riondo,Winepartners Nordic AB,2015,,14.00%,FS,0,0,65% merlot  20% cabernet sauvignon och 15% corvina.,8,8,10,Kryddig.fat.torkade korsbar.kanel.russin.mjolkchoklad.vanilj
7500808,832936,75008,Smart Dog,Syrah,203.00,,3000.00,67.67,2014-03-01,,Rött vin,Box,Vingtapp,Alentejo,Portugal,João Portugal Ramos,Hermansson & Co AB,2015,,13.50%,FS,0,0,Syrah.,8,8,9,Fruktig.fat.bjornbar.korsbar.lakrits.viol.vanilj
7408701,834042,74087,Lynx,Petite Sirah Zinfandel,90.00,,750.00,120.00,2014-03-01,,Rött vin,Flaska,Skruvkapsyl,Kalifornien,USA,House of Big Wines,The Wine Team Global AB,2014,,13.50%,FS,0,0,Petite sirah och zinfandel.,8,6,9,Mycket fruktig.fatkaraktar..blabar.bjornbar.kanel.vanilj.orter
7045301,839109,70453,Roodeberg,Reserve,110.00,,750.00,146.67,2014-04-01,,Rött vin,Flaska,Skruvkapsyl,Western Cape,Sydafrika,KWV,Arvid Nordquist Vin och Sprithandel,2014,,14.00%,FS,0,0,,9,8,9,Fruktig.fatkaraktar..morka korsbar.plommon.peppar.orter.choklad
836208,839777,8362,McManis,Petite Sirah,283.00,,3000.00,94.33,2014-12-01,,Rött vin,Box,Vingtapp,Kalifornien,USA,McManis Family Vineyards,Divine AB,2015,,13.50%,FS,0,0,Petite sirah.,7,7,8,Generost fruktig.fatkaraktar..bjornbar.smorkola.blabar.kokos
7432801,841931,74328,Casa Vinironia,Ripasso Valpolicella Superiore,100.00,,750.00,133.33,2014-04-01,,Rött vin,Flaska,Naturkork,Venetien,Italien,Casa Vinironia,Giertz Vinimport AB,2014,,13.50%,FS,0,0,,8,8,9,Kryddig.nagot fruktig.fat.korsbar.russin.choklad.orter.vanilj
